#ID	地图ID	类型(1、征战2、试炼3、猎魂4、经验房5、将魂本6、闯关 7支线 8 宝箱)	只能通关一次（1是 0否）	地图文件	战斗背景	关卡在地图中的位置（x;y）	关卡icon	地图名	名称	等级限制	前置ID	后置ID	怪物组ID	剧情怪物	掉落	每天最多打多少次	军令消耗	扫荡军令消耗
id	mapid	type	onlyone	mapbg	battlebg	position	icon	mapname	levelname	levellimit	preid	nextid	monsterid	actormonsterid	drop	maxfightcount	command	mopupcommand
18050791	14	5	0	yewan.png	btl04.png	179;335		BOSS	BOSS	1	0	0	23060791	0	22083133	1	0	0
18050792	14	5	0	yewan.png	btl02.png	179;336		BOSS	BOSS	1	0	0	23060792	0	22083133	1	0	0
18050793	14	5	0	yewan.png	btl01.png	179;337		BOSS	BOSS	1	0	0	23060793	0	22083133	1	0	0
18050794	14	5	0	yewan.png	btl07.png	179;338		BOSS	BOSS	1	0	0	23060794	0	22083133	1	0	0
18050795	14	5	0	yewan.png	btl05.png	179;339		BOSS	BOSS	1	0	0	23060795	0	22083133	1	0	0
18050801	14	5	0	yewan.png	btl05.png	179;340		随机怪	随机怪	1	0	0	23060801	0	22084001	1	0	0
18050802	14	5	0	yewan.png	btl05.png	179;341		随机怪	随机怪	1	0	0	23060802	0	22084001	1	0	0
18050803	14	5	0	yewan.png	btl04.png	179;342		随机怪	随机怪	1	0	0	23060803	0	22084001	1	0	0
18050804	14	5	0	yewan.png	btl06.png	179;343		随机怪	随机怪	1	0	0	23060804	0	22084001	1	0	0
18050805	14	5	0	yewan.png	btl05.png	179;344		随机怪	随机怪	1	0	0	23060805	0	22084001	1	0	0
18050806	14	5	0	yewan.png	btl07.png	179;345		明怪	明怪	1	0	0	23060806	0	22081211	1	0	0
18050807	14	5	0	yewan.png	btl07.png	179;346		明怪	明怪	1	0	0	23060807	0	22081211	1	0	0
18050808	14	5	0	yewan.png	btl03.png	179;347		明怪	明怪	1	0	0	23060808	0	22081211	1	0	0
18050809	14	5	0	yewan.png	btl02.png	179;348		明怪	明怪	1	0	0	23060809	0	22081211	1	0	0
18050810	14	5	0	yewan.png	btl02.png	179;349		明怪	明怪	1	0	0	23060810	0	22081211	1	0	0
18050891	14	5	0	yewan.png	btl02.png	179;350		BOSS	BOSS	1	0	0	23060891	0	22083211	1	0	0
18050892	14	5	0	yewan.png	btl01.png	179;351		BOSS	BOSS	1	0	0	23060892	0	22083211	1	0	0
18050893	14	5	0	yewan.png	btl03.png	179;352		BOSS	BOSS	1	0	0	23060893	0	22083211	1	0	0
18050894	14	5	0	yewan.png	btl01.png	179;353		BOSS	BOSS	1	0	0	23060894	0	22083211	1	0	0
18050895	14	5	0	yewan.png	btl02.png	179;354		BOSS	BOSS	1	0	0	23060895	0	22083211	1	0	0
18050901	14	5	0	yewan.png	btl02.png	179;355		随机怪	随机怪	1	0	0	23060901	0	22084001	1	0	0
18050902	14	5	0	yewan.png	btl07.png	179;356		随机怪	随机怪	1	0	0	23060902	0	22084001	1	0	0
18050903	14	5	0	yewan.png	btl05.png	179;357		随机怪	随机怪	1	0	0	23060903	0	22084001	1	0	0
18050904	14	5	0	yewan.png	btl05.png	179;358		随机怪	随机怪	1	0	0	23060904	0	22084001	1	0	0
18050905	14	5	0	yewan.png	btl05.png	179;359		随机怪	随机怪	1	0	0	23060905	0	22084001	1	0	0
18050906	14	5	0	yewan.png	btl05.png	179;360		明怪	明怪	1	0	0	23060906	0	22081212	1	0	0
18050907	14	5	0	yewan.png	btl05.png	179;361		明怪	明怪	1	0	0	23060907	0	22081212	1	0	0
18050908	14	5	0	yewan.png	btl07.png	179;362		明怪	明怪	1	0	0	23060908	0	22081212	1	0	0
18050909	14	5	0	yewan.png	btl03.png	179;363		明怪	明怪	1	0	0	23060909	0	22081212	1	0	0
18050910	14	5	0	yewan.png	btl02.png	179;364		明怪	明怪	1	0	0	23060910	0	22081212	1	0	0
18050991	14	5	0	yewan.png	btl01.png	179;365		BOSS	BOSS	1	0	0	23060991	0	22083212	1	0	0
18050992	14	5	0	yewan.png	btl05.png	179;366		BOSS	BOSS	1	0	0	23060992	0	22083212	1	0	0
18050993	14	5	0	yewan.png	btl01.png	179;367		BOSS	BOSS	1	0	0	23060993	0	22083212	1	0	0
18050994	14	5	0	yewan.png	btl06.png	179;368		BOSS	BOSS	1	0	0	23060994	0	22083212	1	0	0
18050995	14	5	0	yewan.png	btl02.png	179;369		BOSS	BOSS	1	0	0	23060995	0	22083212	1	0	0
18051001	14	5	0	yewan.png	btl06.png	179;370		随机怪	随机怪	1	0	0	23061001	0	22084001	1	0	0
18051002	14	5	0	yewan.png	btl03.png	179;371		随机怪	随机怪	1	0	0	23061002	0	22084001	1	0	0
18051003	14	5	0	yewan.png	btl02.png	179;372		随机怪	随机怪	1	0	0	23061003	0	22084001	1	0	0
18051004	14	5	0	yewan.png	btl04.png	179;373		随机怪	随机怪	1	0	0	23061004	0	22084001	1	0	0
18051005	14	5	0	yewan.png	btl01.png	179;374		随机怪	随机怪	1	0	0	23061005	0	22084001	1	0	0
18051006	14	5	0	yewan.png	btl06.png	179;375		明怪	明怪	1	0	0	23061006	0	22081221	1	0	0
18051007	14	5	0	yewan.png	btl02.png	179;376		明怪	明怪	1	0	0	23061007	0	22081221	1	0	0
18051008	14	5	0	yewan.png	btl03.png	179;377		明怪	明怪	1	0	0	23061008	0	22081221	1	0	0
18051009	14	5	0	yewan.png	btl03.png	179;378		明怪	明怪	1	0	0	23061009	0	22081221	1	0	0
18051010	14	5	0	yewan.png	btl02.png	179;379		明怪	明怪	1	0	0	23061010	0	22081221	1	0	0
18051091	14	5	0	yewan.png	btl02.png	179;380		BOSS	BOSS	1	0	0	23061091	0	22083221	1	0	0
18051092	14	5	0	yewan.png	btl07.png	179;381		BOSS	BOSS	1	0	0	23061092	0	22083221	1	0	0
18051093	14	5	0	yewan.png	btl07.png	179;382		BOSS	BOSS	1	0	0	23061093	0	22083221	1	0	0
18051094	14	5	0	yewan.png	btl01.png	179;383		BOSS	BOSS	1	0	0	23061094	0	22083221	1	0	0
18051095	14	5	0	yewan.png	btl04.png	179;384		BOSS	BOSS	1	0	0	23061095	0	22083221	1	0	0
18051101	14	5	0	yewan.png	btl06.png	179;385		随机怪	随机怪	1	0	0	23061101	0	22084001	1	0	0
18051102	14	5	0	yewan.png	btl01.png	179;386		随机怪	随机怪	1	0	0	23061102	0	22084001	1	0	0
18051103	14	5	0	yewan.png	btl01.png	179;387		随机怪	随机怪	1	0	0	23061103	0	22084001	1	0	0
18051104	14	5	0	yewan.png	btl04.png	179;388		随机怪	随机怪	1	0	0	23061104	0	22084001	1	0	0
18051105	14	5	0	yewan.png	btl05.png	179;389		随机怪	随机怪	1	0	0	23061105	0	22084001	1	0	0
18051106	14	5	0	yewan.png	btl03.png	179;390		明怪	明怪	1	0	0	23061106	0	22081222	1	0	0
18051107	14	5	0	yewan.png	btl05.png	179;391		明怪	明怪	1	0	0	23061107	0	22081222	1	0	0
18051108	14	5	0	yewan.png	btl06.png	179;392		明怪	明怪	1	0	0	23061108	0	22081222	1	0	0
18051109	14	5	0	yewan.png	btl07.png	179;393		明怪	明怪	1	0	0	23061109	0	22081222	1	0	0
18051110	14	5	0	yewan.png	btl07.png	179;394		明怪	明怪	1	0	0	23061110	0	22081222	1	0	0
18051191	14	5	0	yewan.png	btl05.png	179;395		BOSS	BOSS	1	0	0	23061191	0	22083222	1	0	0
18051192	14	5	0	yewan.png	btl07.png	179;396		BOSS	BOSS	1	0	0	23061192	0	22083222	1	0	0
18051193	14	5	0	yewan.png	btl01.png	179;397		BOSS	BOSS	1	0	0	23061193	0	22083222	1	0	0
18051194	14	5	0	yewan.png	btl07.png	179;398		BOSS	BOSS	1	0	0	23061194	0	22083222	1	0	0
18051195	14	5	0	yewan.png	btl05.png	179;399		BOSS	BOSS	1	0	0	23061195	0	22083222	1	0	0
18051201	14	5	0	yewan.png	btl04.png	179;400		随机怪	随机怪	1	0	0	23061201	0	22084001	1	0	0
18051202	14	5	0	yewan.png	btl01.png	179;401		随机怪	随机怪	1	0	0	23061202	0	22084001	1	0	0
18051203	14	5	0	yewan.png	btl06.png	179;402		随机怪	随机怪	1	0	0	23061203	0	22084001	1	0	0
18051204	14	5	0	yewan.png	btl07.png	179;403		随机怪	随机怪	1	0	0	23061204	0	22084001	1	0	0
18051205	14	5	0	yewan.png	btl06.png	179;404		随机怪	随机怪	1	0	0	23061205	0	22084001	1	0	0
18051206	14	5	0	yewan.png	btl06.png	179;405		明怪	明怪	1	0	0	23061206	0	22081223	1	0	0
18051207	14	5	0	yewan.png	btl05.png	179;406		明怪	明怪	1	0	0	23061207	0	22081223	1	0	0
18051208	14	5	0	yewan.png	btl01.png	179;407		明怪	明怪	1	0	0	23061208	0	22081223	1	0	0
18051209	14	5	0	yewan.png	btl04.png	179;408		明怪	明怪	1	0	0	23061209	0	22081223	1	0	0
18051210	14	5	0	yewan.png	btl03.png	179;409		明怪	明怪	1	0	0	23061210	0	22081223	1	0	0
18051291	14	5	0	yewan.png	btl03.png	179;410		BOSS	BOSS	1	0	0	23061291	0	22083223	1	0	0
18051292	14	5	0	yewan.png	btl07.png	179;411		BOSS	BOSS	1	0	0	23061292	0	22083223	1	0	0
18051293	14	5	0	yewan.png	btl07.png	179;412		BOSS	BOSS	1	0	0	23061293	0	22083223	1	0	0
18051294	14	5	0	yewan.png	btl02.png	179;413		BOSS	BOSS	1	0	0	23061294	0	22083223	1	0	0
18051295	14	5	0	yewan.png	btl02.png	179;414		BOSS	BOSS	1	0	0	23061295	0	22083223	1	0	0
18051301	14	5	0	yewan.png	btl05.png	179;415		随机怪	随机怪	1	0	0	23061301	0	22084001	1	0	0
18051302	14	5	0	yewan.png	btl05.png	179;416		随机怪	随机怪	1	0	0	23061302	0	22084001	1	0	0
18051303	14	5	0	yewan.png	btl06.png	179;417		随机怪	随机怪	1	0	0	23061303	0	22084001	1	0	0
18051304	14	5	0	yewan.png	btl03.png	179;418		随机怪	随机怪	1	0	0	23061304	0	22084001	1	0	0
18051305	14	5	0	yewan.png	btl07.png	179;419		随机怪	随机怪	1	0	0	23061305	0	22084001	1	0	0
18051306	14	5	0	yewan.png	btl03.png	179;420		明怪	明怪	1	0	0	23061306	0	22081231	1	0	0
18051307	14	5	0	yewan.png	btl05.png	179;421		明怪	明怪	1	0	0	23061307	0	22081231	1	0	0
18051308	14	5	0	yewan.png	btl06.png	179;422		明怪	明怪	1	0	0	23061308	0	22081231	1	0	0
18051309	14	5	0	yewan.png	btl04.png	179;423		明怪	明怪	1	0	0	23061309	0	22081231	1	0	0
18051310	14	5	0	yewan.png	btl04.png	179;424		明怪	明怪	1	0	0	23061310	0	22081231	1	0	0
18051391	14	5	0	yewan.png	btl04.png	179;425		BOSS	BOSS	1	0	0	23061391	0	22083231	1	0	0
18051392	14	5	0	yewan.png	btl06.png	179;426		BOSS	BOSS	1	0	0	23061392	0	22083231	1	0	0
18051393	14	5	0	yewan.png	btl04.png	179;427		BOSS	BOSS	1	0	0	23061393	0	22083231	1	0	0
18051394	14	5	0	yewan.png	btl04.png	179;428		BOSS	BOSS	1	0	0	23061394	0	22083231	1	0	0
18051395	14	5	0	yewan.png	btl01.png	179;429		BOSS	BOSS	1	0	0	23061395	0	22083231	1	0	0
18051401	14	5	0	yewan.png	btl01.png	179;430		随机怪	随机怪	1	0	0	23061401	0	22084001	1	0	0
18051402	14	5	0	yewan.png	btl05.png	179;431		随机怪	随机怪	1	0	0	23061402	0	22084001	1	0	0
18051403	14	5	0	yewan.png	btl01.png	179;432		随机怪	随机怪	1	0	0	23061403	0	22084001	1	0	0
18051404	14	5	0	yewan.png	btl06.png	179;433		随机怪	随机怪	1	0	0	23061404	0	22084001	1	0	0
18051405	14	5	0	yewan.png	btl02.png	179;434		随机怪	随机怪	1	0	0	23061405	0	22084001	1	0	0
18051406	14	5	0	yewan.png	btl07.png	179;435		明怪	明怪	1	0	0	23061406	0	22081232	1	0	0
18051407	14	5	0	yewan.png	btl02.png	179;436		明怪	明怪	1	0	0	23061407	0	22081232	1	0	0
18051408	14	5	0	yewan.png	btl07.png	179;437		明怪	明怪	1	0	0	23061408	0	22081232	1	0	0
18051409	14	5	0	yewan.png	btl03.png	179;438		明怪	明怪	1	0	0	23061409	0	22081232	1	0	0
18051410	14	5	0	yewan.png	btl05.png	179;439		明怪	明怪	1	0	0	23061410	0	22081232	1	0	0
18051491	14	5	0	yewan.png	btl07.png	179;440		BOSS	BOSS	1	0	0	23061491	0	22083232	1	0	0
18051492	14	5	0	yewan.png	btl01.png	179;441		BOSS	BOSS	1	0	0	23061492	0	22083232	1	0	0
18051493	14	5	0	yewan.png	btl01.png	179;442		BOSS	BOSS	1	0	0	23061493	0	22083232	1	0	0
18051494	14	5	0	yewan.png	btl03.png	179;443		BOSS	BOSS	1	0	0	23061494	0	22083232	1	0	0
18051495	14	5	0	yewan.png	btl02.png	179;444		BOSS	BOSS	1	0	0	23061495	0	22083232	1	0	0
18051501	14	5	0	yewan.png	btl01.png	179;445		随机怪	随机怪	1	0	0	23061501	0	22084001	1	0	0
18051502	14	5	0	yewan.png	btl07.png	179;446		随机怪	随机怪	1	0	0	23061502	0	22084001	1	0	0
18051503	14	5	0	yewan.png	btl04.png	179;447		随机怪	随机怪	1	0	0	23061503	0	22084001	1	0	0
18051504	14	5	0	yewan.png	btl04.png	179;448		随机怪	随机怪	1	0	0	23061504	0	22084001	1	0	0
18051505	14	5	0	yewan.png	btl05.png	179;449		随机怪	随机怪	1	0	0	23061505	0	22084001	1	0	0
18051506	14	5	0	yewan.png	btl03.png	179;450		明怪	明怪	1	0	0	23061506	0	22081233	1	0	0
18051507	14	5	0	yewan.png	btl05.png	179;451		明怪	明怪	1	0	0	23061507	0	22081233	1	0	0
18051508	14	5	0	yewan.png	btl03.png	179;452		明怪	明怪	1	0	0	23061508	0	22081233	1	0	0
18051509	14	5	0	yewan.png	btl02.png	179;453		明怪	明怪	1	0	0	23061509	0	22081233	1	0	0
18051510	14	5	0	yewan.png	btl07.png	179;454		明怪	明怪	1	0	0	23061510	0	22081233	1	0	0
18051591	14	5	0	yewan.png	btl03.png	179;455		BOSS	BOSS	1	0	0	23061591	0	22083233	1	0	0
18051592	14	5	0	yewan.png	btl07.png	179;456		BOSS	BOSS	1	0	0	23061592	0	22083233	1	0	0
18051593	14	5	0	yewan.png	btl03.png	179;457		BOSS	BOSS	1	0	0	23061593	0	22083233	1	0	0
18051594	14	5	0	yewan.png	btl06.png	179;458		BOSS	BOSS	1	0	0	23061594	0	22083233	1	0	0
18051595	14	5	0	yewan.png	btl02.png	179;459		BOSS	BOSS	1	0	0	23061595	0	22083233	1	0	0
18051601	14	5	0	yewan.png	btl04.png	179;460		随机怪	随机怪	1	0	0	23061601	0	22084001	1	0	0
18051602	14	5	0	yewan.png	btl03.png	179;461		随机怪	随机怪	1	0	0	23061602	0	22084001	1	0	0
18051603	14	5	0	yewan.png	btl05.png	179;462		随机怪	随机怪	1	0	0	23061603	0	22084001	1	0	0
18051604	14	5	0	yewan.png	btl01.png	179;463		随机怪	随机怪	1	0	0	23061604	0	22084001	1	0	0
18051605	14	5	0	yewan.png	btl03.png	179;464		随机怪	随机怪	1	0	0	23061605	0	22084001	1	0	0
18051606	14	5	0	yewan.png	btl07.png	179;465		明怪	明怪	1	0	0	23061606	0	22081241	1	0	0
18051607	14	5	0	yewan.png	btl06.png	179;466		明怪	明怪	1	0	0	23061607	0	22081241	1	0	0
18051608	14	5	0	yewan.png	btl07.png	179;467		明怪	明怪	1	0	0	23061608	0	22081241	1	0	0
18051609	14	5	0	yewan.png	btl03.png	179;468		明怪	明怪	1	0	0	23061609	0	22081241	1	0	0
18051610	14	5	0	yewan.png	btl02.png	179;469		明怪	明怪	1	0	0	23061610	0	22081241	1	0	0
18051691	14	5	0	yewan.png	btl06.png	179;470		BOSS	BOSS	1	0	0	23061691	0	22083241	1	0	0
18051692	14	5	0	yewan.png	btl06.png	179;471		BOSS	BOSS	1	0	0	23061692	0	22083241	1	0	0
18051693	14	5	0	yewan.png	btl07.png	179;472		BOSS	BOSS	1	0	0	23061693	0	22083241	1	0	0
18051694	14	5	0	yewan.png	btl03.png	179;473		BOSS	BOSS	1	0	0	23061694	0	22083241	1	0	0
18051695	14	5	0	yewan.png	btl06.png	179;474		BOSS	BOSS	1	0	0	23061695	0	22083241	1	0	0
18051701	14	5	0	yewan.png	btl04.png	179;475		随机怪	随机怪	1	0	0	23061701	0	22084001	1	0	0
18051702	14	5	0	yewan.png	btl04.png	179;476		随机怪	随机怪	1	0	0	23061702	0	22084001	1	0	0
18051703	14	5	0	yewan.png	btl05.png	179;477		随机怪	随机怪	1	0	0	23061703	0	22084001	1	0	0
18051704	14	5	0	yewan.png	btl06.png	179;478		随机怪	随机怪	1	0	0	23061704	0	22084001	1	0	0
18051705	14	5	0	yewan.png	btl03.png	179;479		随机怪	随机怪	1	0	0	23061705	0	22084001	1	0	0
18051706	14	5	0	yewan.png	btl02.png	179;480		明怪	明怪	1	0	0	23061706	0	22081242	1	0	0
18051707	14	5	0	yewan.png	btl03.png	179;481		明怪	明怪	1	0	0	23061707	0	22081242	1	0	0
18051708	14	5	0	yewan.png	btl01.png	179;482		明怪	明怪	1	0	0	23061708	0	22081242	1	0	0
18051709	14	5	0	yewan.png	btl05.png	179;483		明怪	明怪	1	0	0	23061709	0	22081242	1	0	0
18051710	14	5	0	yewan.png	btl07.png	179;484		明怪	明怪	1	0	0	23061710	0	22081242	1	0	0
18051791	14	5	0	yewan.png	btl03.png	179;485		BOSS	BOSS	1	0	0	23061791	0	22083242	1	0	0
18051792	14	5	0	yewan.png	btl01.png	179;486		BOSS	BOSS	1	0	0	23061792	0	22083242	1	0	0
18051793	14	5	0	yewan.png	btl04.png	179;487		BOSS	BOSS	1	0	0	23061793	0	22083242	1	0	0
18051794	14	5	0	yewan.png	btl05.png	179;488		BOSS	BOSS	1	0	0	23061794	0	22083242	1	0	0
18051795	14	5	0	yewan.png	btl03.png	179;489		BOSS	BOSS	1	0	0	23061795	0	22083242	1	0	0
18051801	14	5	0	yewan.png	btl07.png	179;490		随机怪	随机怪	1	0	0	23061801	0	22084001	1	0	0
18051802	14	5	0	yewan.png	btl07.png	179;491		随机怪	随机怪	1	0	0	23061802	0	22084001	1	0	0
18051803	14	5	0	yewan.png	btl01.png	179;492		随机怪	随机怪	1	0	0	23061803	0	22084001	1	0	0
18051804	14	5	0	yewan.png	btl02.png	179;493		随机怪	随机怪	1	0	0	23061804	0	22084001	1	0	0
18051805	14	5	0	yewan.png	btl02.png	179;494		随机怪	随机怪	1	0	0	23061805	0	22084001	1	0	0
18051806	14	5	0	yewan.png	btl01.png	179;495		明怪	明怪	1	0	0	23061806	0	22081243	1	0	0
18051807	14	5	0	yewan.png	btl07.png	179;496		明怪	明怪	1	0	0	23061807	0	22081243	1	0	0
18051808	14	5	0	yewan.png	btl06.png	179;497		明怪	明怪	1	0	0	23061808	0	22081243	1	0	0
18051809	14	5	0	yewan.png	btl02.png	179;498		明怪	明怪	1	0	0	23061809	0	22081243	1	0	0
18051810	14	5	0	yewan.png	btl05.png	179;499		明怪	明怪	1	0	0	23061810	0	22081243	1	0	0
18051891	14	5	0	yewan.png	btl07.png	179;500		BOSS	BOSS	1	0	0	23061891	0	22083243	1	0	0
18051892	14	5	0	yewan.png	btl02.png	179;501		BOSS	BOSS	1	0	0	23061892	0	22083243	1	0	0
18051893	14	5	0	yewan.png	btl05.png	179;502		BOSS	BOSS	1	0	0	23061893	0	22083243	1	0	0
18051894	14	5	0	yewan.png	btl01.png	179;503		BOSS	BOSS	1	0	0	23061894	0	22083243	1	0	0
18051895	14	5	0	yewan.png	btl01.png	179;504		BOSS	BOSS	1	0	0	23061895	0	22083243	1	0	0
18051901	14	5	0	yewan.png	btl01.png	179;505		随机怪	随机怪	1	0	0	23061901	0	22084001	1	0	0
18051902	14	5	0	yewan.png	btl03.png	179;506		随机怪	随机怪	1	0	0	23061902	0	22084001	1	0	0
18051903	14	5	0	yewan.png	btl01.png	179;507		随机怪	随机怪	1	0	0	23061903	0	22084001	1	0	0
18051904	14	5	0	yewan.png	btl04.png	179;508		随机怪	随机怪	1	0	0	23061904	0	22084001	1	0	0
18051905	14	5	0	yewan.png	btl01.png	179;509		随机怪	随机怪	1	0	0	23061905	0	22084001	1	0	0
18051906	14	5	0	yewan.png	btl03.png	179;510		明怪	明怪	1	0	0	23061906	0	22081251	1	0	0
18051907	14	5	0	yewan.png	btl07.png	179;511		明怪	明怪	1	0	0	23061907	0	22081251	1	0	0
18051908	14	5	0	yewan.png	btl07.png	179;512		明怪	明怪	1	0	0	23061908	0	22081251	1	0	0
18051909	14	5	0	yewan.png	btl02.png	179;513		明怪	明怪	1	0	0	23061909	0	22081251	1	0	0
18051910	14	5	0	yewan.png	btl07.png	179;514		明怪	明怪	1	0	0	23061910	0	22081251	1	0	0
18051991	14	5	0	yewan.png	btl07.png	179;515		BOSS	BOSS	1	0	0	23061991	0	22083251	1	0	0
18051992	14	5	0	yewan.png	btl04.png	179;516		BOSS	BOSS	1	0	0	23061992	0	22083251	1	0	0
18051993	14	5	0	yewan.png	btl05.png	179;517		BOSS	BOSS	1	0	0	23061993	0	22083251	1	0	0
18051994	14	5	0	yewan.png	btl04.png	179;518		BOSS	BOSS	1	0	0	23061994	0	22083251	1	0	0
18051995	14	5	0	yewan.png	btl07.png	179;519		BOSS	BOSS	1	0	0	23061995	0	22083251	1	0	0
18052001	14	5	0	yewan.png	btl04.png	179;520		随机怪	随机怪	1	0	0	23062001	0	22084001	1	0	0
18052002	14	5	0	yewan.png	btl01.png	179;521		随机怪	随机怪	1	0	0	23062002	0	22084001	1	0	0
18052003	14	5	0	yewan.png	btl04.png	179;522		随机怪	随机怪	1	0	0	23062003	0	22084001	1	0	0
18052004	14	5	0	yewan.png	btl01.png	179;523		随机怪	随机怪	1	0	0	23062004	0	22084001	1	0	0
18052005	14	5	0	yewan.png	btl01.png	179;524		随机怪	随机怪	1	0	0	23062005	0	22084001	1	0	0
18052006	14	5	0	yewan.png	btl07.png	179;525		明怪	明怪	1	0	0	23062006	0	22081252	1	0	0
18052007	14	5	0	yewan.png	btl06.png	179;526		明怪	明怪	1	0	0	23062007	0	22081252	1	0	0
18052008	14	5	0	yewan.png	btl06.png	179;527		明怪	明怪	1	0	0	23062008	0	22081252	1	0	0
18052009	14	5	0	yewan.png	btl05.png	179;528		明怪	明怪	1	0	0	23062009	0	22081252	1	0	0
18052010	14	5	0	yewan.png	btl01.png	179;529		明怪	明怪	1	0	0	23062010	0	22081252	1	0	0
18052091	14	5	0	yewan.png	btl07.png	179;530		BOSS	BOSS	1	0	0	23062091	0	22083252	1	0	0
18052092	14	5	0	yewan.png	btl02.png	179;531		BOSS	BOSS	1	0	0	23062092	0	22083252	1	0	0
18052093	14	5	0	yewan.png	btl03.png	179;532		BOSS	BOSS	1	0	0	23062093	0	22083252	1	0	0
18052094	14	5	0	yewan.png	btl01.png	179;533		BOSS	BOSS	1	0	0	23062094	0	22083252	1	0	0
18052095	14	5	0	yewan.png	btl06.png	179;534		BOSS	BOSS	1	0	0	23062095	0	22083252	1	0	0
18052101	14	5	0	yewan.png	btl01.png	179;535		随机怪	随机怪	1	0	0	23062101	0	22084001	1	0	0
18052102	14	5	0	yewan.png	btl04.png	179;536		随机怪	随机怪	1	0	0	23062102	0	22084001	1	0	0
18052103	14	5	0	yewan.png	btl05.png	179;537		随机怪	随机怪	1	0	0	23062103	0	22084001	1	0	0
18052104	14	5	0	yewan.png	btl04.png	179;538		随机怪	随机怪	1	0	0	23062104	0	22084001	1	0	0
18052105	14	5	0	yewan.png	btl04.png	179;539		随机怪	随机怪	1	0	0	23062105	0	22084001	1	0	0
18052106	14	5	0	yewan.png	btl06.png	179;540		明怪	明怪	1	0	0	23062106	0	22081253	1	0	0
18052107	14	5	0	yewan.png	btl06.png	179;541		明怪	明怪	1	0	0	23062107	0	22081253	1	0	0
18052108	14	5	0	yewan.png	btl04.png	179;542		明怪	明怪	1	0	0	23062108	0	22081253	1	0	0
18052109	14	5	0	yewan.png	btl07.png	179;543		明怪	明怪	1	0	0	23062109	0	22081253	1	0	0
18052110	14	5	0	yewan.png	btl06.png	179;544		明怪	明怪	1	0	0	23062110	0	22081253	1	0	0
18052191	14	5	0	yewan.png	btl02.png	179;545		BOSS	BOSS	1	0	0	23062191	0	22083253	1	0	0
18052192	14	5	0	yewan.png	btl02.png	179;546		BOSS	BOSS	1	0	0	23062192	0	22083253	1	0	0
18052193	14	5	0	yewan.png	btl05.png	179;547		BOSS	BOSS	1	0	0	23062193	0	22083253	1	0	0
18052194	14	5	0	yewan.png	btl05.png	179;548		BOSS	BOSS	1	0	0	23062194	0	22083253	1	0	0
18052195	14	5	0	yewan.png	btl04.png	179;549		BOSS	BOSS	1	0	0	23062195	0	22083253	1	0	0
18052201	14	5	0	yewan.png	btl07.png	179;550		随机怪	随机怪	1	0	0	23062201	0	22084001	1	0	0
18052202	14	5	0	yewan.png	btl02.png	179;551		随机怪	随机怪	1	0	0	23062202	0	22084001	1	0	0
18052203	14	5	0	yewan.png	btl02.png	179;552		随机怪	随机怪	1	0	0	23062203	0	22084001	1	0	0
18052204	14	5	0	yewan.png	btl02.png	179;553		随机怪	随机怪	1	0	0	23062204	0	22084001	1	0	0
18052205	14	5	0	yewan.png	btl01.png	179;554		随机怪	随机怪	1	0	0	23062205	0	22084001	1	0	0
18052206	14	5	0	yewan.png	btl01.png	179;555		明怪	明怪	1	0	0	23062206	0	22081254	1	0	0
18052207	14	5	0	yewan.png	btl04.png	179;556		明怪	明怪	1	0	0	23062207	0	22081254	1	0	0
18052208	14	5	0	yewan.png	btl03.png	179;557		明怪	明怪	1	0	0	23062208	0	22081254	1	0	0
18052209	14	5	0	yewan.png	btl07.png	179;558		明怪	明怪	1	0	0	23062209	0	22081254	1	0	0
18052210	14	5	0	yewan.png	btl01.png	179;559		明怪	明怪	1	0	0	23062210	0	22081254	1	0	0
18052291	14	5	0	yewan.png	btl03.png	179;560		BOSS	BOSS	1	0	0	23062291	0	22083254	1	0	0
18052292	14	5	0	yewan.png	btl01.png	179;561		BOSS	BOSS	1	0	0	23062292	0	22083254	1	0	0
18052293	14	5	0	yewan.png	btl03.png	179;562		BOSS	BOSS	1	0	0	23062293	0	22083254	1	0	0
18052294	14	5	0	yewan.png	btl04.png	179;563		BOSS	BOSS	1	0	0	23062294	0	22083254	1	0	0
18052295	14	5	0	yewan.png	btl04.png	179;564		BOSS	BOSS	1	0	0	23062295	0	22083254	1	0	0
18052301	14	5	0	yewan.png	btl05.png	179;565		随机怪	随机怪	1	0	0	23062301	0	22084001	1	0	0
18052302	14	5	0	yewan.png	btl02.png	179;566		随机怪	随机怪	1	0	0	23062302	0	22084001	1	0	0
18052303	14	5	0	yewan.png	btl06.png	179;567		随机怪	随机怪	1	0	0	23062303	0	22084001	1	0	0
18052304	14	5	0	yewan.png	btl02.png	179;568		随机怪	随机怪	1	0	0	23062304	0	22084001	1	0	0
18052305	14	5	0	yewan.png	btl04.png	179;569		随机怪	随机怪	1	0	0	23062305	0	22084001	1	0	0
18052306	14	5	0	yewan.png	btl01.png	179;570		明怪	明怪	1	0	0	23062306	0	22081311	1	0	0
18052307	14	5	0	yewan.png	btl07.png	179;571		明怪	明怪	1	0	0	23062307	0	22081311	1	0	0
18052308	14	5	0	yewan.png	btl05.png	179;572		明怪	明怪	1	0	0	23062308	0	22081311	1	0	0
18052309	14	5	0	yewan.png	btl05.png	179;573		明怪	明怪	1	0	0	23062309	0	22081311	1	0	0
