#道具ID（全局唯一 但不要超过14位）	道具名称（客户端用来显示）	icon	描述	初始等级	道具主类型（类型配置见【道具配置说明.txt】）	道具子类型	品质	武将限制	职业限制	等级限制	售卖货币类型(AssetType)	出售	幸运市场价值（幸运值）	竞技市场中的价格（竞技点）	物理攻击最小值	物理攻击最大值	物理防御最小值	物理防御最大值	法术攻击最小值	法术攻击最大值	法术防御最小值	法术防御最大值	生命最小值	生命最大值	熔炼消耗	精炼消耗	"掉落关卡id（,分隔）"	掉落关卡text（;分隔）	最大成长度
id	name	icon	describe	level	classify	type	quality	reqrole	reqjob	reqlevel	sellmoneytype	sellprice	luckyprice	arenaprice	minphyatk	maxphyatk	minphydef	maxphydef	minmgcatk	maxmgcatk	minmgcdef	maxmgcdef	minhp	maxhp	meltcost	refinecost	dropid	droptext	maxgrow
17030334	五品镜芒+	fjff05.png	45级紫色+1法术防具	45	2	2	5	0	0	45	2	500	1	1	0	0	0	0	0	0	992	1126	1292	1462	150000	0	18020702	试炼7-2掉落	430
17030335	五品镜芒	fjff05.png	45级橙色法术防具	45	2	2	6	0	0	45	2	1000	1	1	0	0	0	0	0	0	1263	1405	1646	1825	0	200000	18020702	试炼7-2掉落	500
17030336	五品镜芒+	fjff05.png	45级橙色+1法术防具	45	2	2	7	0	0	45	2	5000	1	1	0	0	0	0	0	0	1573	1719	2049	2233	0	300000	18020702	试炼7-2掉落	570
17030337	五品赤兔	mwg05.png	45级绿色物攻马	45	3	0	1	0	1;2	45	2	100	1	1	565	603	0	0	0	0	0	0	282	301	10000	0	18020604	试炼6-4掉落	150
17030338	五品赤兔	mwg05.png	45级蓝色物攻马	45	3	0	2	0	1;2	45	2	150	1	1	679	723	0	0	0	0	0	0	339	361	50000	0	18020604	试炼6-4掉落	220
17030339	五品赤兔+	mwg05.png	45级蓝色+1物攻马	45	3	0	3	0	1;2	45	2	200	1	1	814	868	0	0	0	0	0	0	407	434	80000	0	18020604	试炼6-4掉落	290
17030340	五品赤兔	mwg05.png	45级紫色物攻马	45	3	0	4	0	1;2	45	2	250	1	1	969	1136	0	0	0	0	0	0	484	568	100000	0	18020604	试炼6-4掉落	360
17030341	五品赤兔+	mwg05.png	45级紫色+1物攻马	45	3	0	5	0	1;2	45	2	500	1	1	1292	1462	0	0	0	0	0	0	646	731	150000	0	18020604	试炼6-4掉落	430
17030342	五品赤兔	mwg05.png	45级橙色物攻马	45	3	0	6	0	1;2	45	2	1000	1	1	1646	1825	0	0	0	0	0	0	823	912	0	200000	18020604	试炼6-4掉落	500
17030343	五品赤兔+	mwg05.png	45级橙色+1物攻马	45	3	0	7	0	1;2	45	2	5000	1	1	2049	2233	0	0	0	0	0	0	1024	1116	0	300000	18020604	试炼6-4掉落	570
17030344	五品飞电	mfg05.png	45级绿色法攻马	45	3	0	1	0	3	45	2	100	1	1	0	0	0	0	532	568	0	0	282	301	10000	0	18020602	试炼6-2掉落	150
17030345	五品飞电	mfg05.png	45级蓝色法攻马	45	3	0	2	0	3	45	2	150	1	1	0	0	0	0	638	682	0	0	339	361	50000	0	18020602	试炼6-2掉落	220
17030346	五品飞电+	mfg05.png	45级蓝色+1法攻马	45	3	0	3	0	3	45	2	200	1	1	0	0	0	0	765	819	0	0	407	434	80000	0	18020602	试炼6-2掉落	290
17030347	五品飞电	mfg05.png	45级紫色法攻马	45	3	0	4	0	3	45	2	250	1	1	0	0	0	0	911	1072	0	0	484	568	100000	0	18020602	试炼6-2掉落	360
17030348	五品飞电+	mfg05.png	45级紫色+1法攻马	45	3	0	5	0	3	45	2	500	1	1	0	0	0	0	1215	1379	0	0	646	731	150000	0	18020602	试炼6-2掉落	430
17030349	五品飞电	mfg05.png	45级橙色法攻马	45	3	0	6	0	3	45	2	1000	1	1	0	0	0	0	1547	1722	0	0	823	912	0	200000	18020602	试炼6-2掉落	500
17030350	五品飞电+	mfg05.png	45级橙色+1法攻马	45	3	0	7	0	3	45	2	5000	1	1	0	0	0	0	1926	2106	0	0	1024	1116	0	300000	18020602	试炼6-2掉落	570
17030351	五品的卢	mwf05.png	45级绿色物防马	45	3	0	1	0	0	45	2	100	1	1	0	0	217	232	0	0	0	0	2260	2412	10000	0	18020506	试炼5-6掉落	150
17030352	五品的卢	mwf05.png	45级蓝色物防马	45	3	0	2	0	0	45	2	150	1	1	0	0	260	278	0	0	0	0	2716	2892	50000	0	18020506	试炼5-6掉落	220
17030353	五品的卢+	mwf05.png	45级蓝色+1物防马	45	3	0	3	0	0	45	2	200	1	1	0	0	312	334	0	0	0	0	3256	3472	80000	0	18020506	试炼5-6掉落	290
17030354	五品的卢	mwf05.png	45级紫色物防马	45	3	0	4	0	0	45	2	250	1	1	0	0	372	437	0	0	0	0	3876	4544	100000	0	18020506	试炼5-6掉落	360
17030355	五品的卢+	mwf05.png	45级紫色+1物防马	45	3	0	5	0	0	45	2	500	1	1	0	0	496	563	0	0	0	0	5168	5848	150000	0	18020506	试炼5-6掉落	430
17030356	五品的卢	mwf05.png	45级橙色物防马	45	3	0	6	0	0	45	2	1000	1	1	0	0	631	702	0	0	0	0	6584	7300	0	200000	18020506	试炼5-6掉落	500
17030357	五品的卢+	mwf05.png	45级橙色+1物防马	45	3	0	7	0	0	45	2	5000	1	1	0	0	786	859	0	0	0	0	8196	8932	0	300000	18020506	试炼5-6掉落	570
17030358	五品绝影	mff05.png	45级绿色法防马	45	3	0	1	0	0	45	2	100	1	1	0	0	0	0	0	0	217	232	2260	2412	10000	0	18020606	试炼6-6掉落	150
17030359	五品绝影	mff05.png	45级蓝色法防马	45	3	0	2	0	0	45	2	150	1	1	0	0	0	0	0	0	260	278	2716	2892	50000	0	18020606	试炼6-6掉落	220
17030360	五品绝影+	mff05.png	45级蓝色+1法防马	45	3	0	3	0	0	45	2	200	1	1	0	0	0	0	0	0	312	334	3256	3472	80000	0	18020606	试炼6-6掉落	290
17030361	五品绝影	mff05.png	45级紫色法防马	45	3	0	4	0	0	45	2	250	1	1	0	0	0	0	0	0	372	437	3876	4544	100000	0	18020606	试炼6-6掉落	360
17030362	五品绝影+	mff05.png	45级紫色+1法防马	45	3	0	5	0	0	45	2	500	1	1	0	0	0	0	0	0	496	563	5168	5848	150000	0	18020606	试炼6-6掉落	430
17030363	五品绝影	mff05.png	45级橙色法防马	45	3	0	6	0	0	45	2	1000	1	1	0	0	0	0	0	0	631	702	6584	7300	0	200000	18020606	试炼6-6掉落	500
17030364	五品绝影+	mff05.png	45级橙色+1法防马	45	3	0	7	0	0	45	2	5000	1	1	0	0	0	0	0	0	786	859	8196	8932	0	300000	18020606	试炼6-6掉落	570
17030365	四品龙胆	wqjz06.png	50级绿色近战武器	50	1	1	1	0	1	50	2	100	1	1	943	1021	94	102	0	0	0	0	0	0	10000	0	18020804	试炼8-4掉落	180
17030366	四品龙胆	wqjz06.png	50级蓝色近战武器	50	1	1	2	0	1	50	2	150	1	1	1132	1225	113	122	0	0	0	0	0	0	50000	0	18020804	试炼8-4掉落	255
17030367	四品龙胆+	wqjz06.png	50级蓝色+1近战武器	50	1	1	3	0	1	50	2	200	1	1	1358	1470	135	147	0	0	0	0	0	0	80000	0	18020804	试炼8-4掉落	330
17030368	四品龙胆	wqjz06.png	50级紫色近战武器	50	1	1	4	0	1	50	2	250	1	1	1616	1925	161	192	0	0	0	0	0	0	100000	0	18020804	试炼8-4掉落	405
17030369	四品龙胆+	wqjz06.png	50级紫色+1近战武器	50	1	1	5	0	1	50	2	500	1	1	2155	2478	215	247	0	0	0	0	0	0	150000	0	18020804	试炼8-4掉落	480
17030370	四品龙胆	wqjz06.png	50级橙色近战武器	50	1	1	6	0	1	50	2	1000	1	1	2745	3092	274	309	0	0	0	0	0	0	0	200000	18020804	试炼8-4掉落	555
17030371	四品龙胆+	wqjz06.png	50级橙色+1近战武器	50	1	1	7	0	1	50	2	5000	1	1	3417	3783	341	378	0	0	0	0	0	0	0	300000	18020804	试炼8-4掉落	630
17030372	四品易经	wqms06.png	50级绿色谋士武器	50	1	3	1	0	3	50	2	100	1	1	0	0	0	0	1156	1251	0	0	0	0	10000	0	18020903	试炼9-3掉落	180
17030373	四品易经	wqms06.png	50级蓝色谋士武器	50	1	3	2	0	3	50	2	150	1	1	0	0	0	0	1387	1502	0	0	0	0	50000	0	18020903	试炼9-3掉落	255
17030374	四品易经+	wqms06.png	50级蓝色+1谋士武器	50	1	3	3	0	3	50	2	200	1	1	0	0	0	0	1664	1802	0	0	0	0	80000	0	18020903	试炼9-3掉落	330
17030375	四品易经	wqms06.png	50级紫色谋士武器	50	1	3	4	0	3	50	2	250	1	1	0	0	0	0	1980	2359	0	0	0	0	100000	0	18020903	试炼9-3掉落	405
17030376	四品易经+	wqms06.png	50级紫色+1谋士武器	50	1	3	5	0	3	50	2	500	1	1	0	0	0	0	2641	3036	0	0	0	0	150000	0	18020903	试炼9-3掉落	480
17030377	四品易经	wqms06.png	50级橙色谋士武器	50	1	3	6	0	3	50	2	1000	1	1	0	0	0	0	3363	3789	0	0	0	0	0	200000	18020903	试炼9-3掉落	555
17030378	四品易经+	wqms06.png	50级橙色+1谋士武器	50	1	3	7	0	3	50	2	5000	1	1	0	0	0	0	4186	4636	0	0	0	0	0	300000	18020903	试炼9-3掉落	630
17030379	四品落月	wqyc06.png	50级绿色远程武器	50	1	2	1	0	2	50	2	100	1	1	1224	1321	0	0	0	0	0	0	0	0	10000	0	18020901	试炼9-1掉落	180
17030380	四品落月	wqyc06.png	50级蓝色远程武器	50	1	2	2	0	2	50	2	150	1	1	1469	1585	0	0	0	0	0	0	0	0	50000	0	18020901	试炼9-1掉落	255
17030381	四品落月+	wqyc06.png	50级蓝色+1远程武器	50	1	2	3	0	2	50	2	200	1	1	1763	1902	0	0	0	0	0	0	0	0	80000	0	18020901	试炼9-1掉落	330
17030382	四品落月	wqyc06.png	50级紫色远程武器	50	1	2	4	0	2	50	2	250	1	1	2098	2490	0	0	0	0	0	0	0	0	100000	0	18020901	试炼9-1掉落	405
17030383	四品落月+	wqyc06.png	50级紫色+1远程武器	50	1	2	5	0	2	50	2	500	1	1	2797	3205	0	0	0	0	0	0	0	0	150000	0	18020901	试炼9-1掉落	480
17030384	四品落月	wqyc06.png	50级橙色远程武器	50	1	2	6	0	2	50	2	1000	1	1	3562	4000	0	0	0	0	0	0	0	0	0	200000	18020901	试炼9-1掉落	555
17030385	四品落月+	wqyc06.png	50级橙色+1远程武器	50	1	2	7	0	2	50	2	5000	1	1	4435	4894	0	0	0	0	0	0	0	0	0	300000	18020901	试炼9-1掉落	630
17030386	四品龙麟	fjwf06.png	50级绿色物理防具	50	2	1	1	0	0	50	2	100	1	1	0	0	471	510	0	0	0	0	612	660	10000	0	18020905	试炼9-5掉落	180
17030387	四品龙麟	fjwf06.png	50级蓝色物理防具	50	2	1	2	0	0	50	2	150	1	1	0	0	566	612	0	0	0	0	734	792	50000	0	18020905	试炼9-5掉落	255
17030388	四品龙麟+	fjwf06.png	50级蓝色+1物理防具	50	2	1	3	0	0	50	2	200	1	1	0	0	679	735	0	0	0	0	881	951	80000	0	18020905	试炼9-5掉落	330
17030389	四品龙麟	fjwf06.png	50级紫色物理防具	50	2	1	4	0	0	50	2	250	1	1	0	0	808	962	0	0	0	0	1049	1245	100000	0	18020905	试炼9-5掉落	405
17030390	四品龙麟+	fjwf06.png	50级紫色+1物理防具	50	2	1	5	0	0	50	2	500	1	1	0	0	1077	1239	0	0	0	0	1398	1602	150000	0	18020905	试炼9-5掉落	480
17030391	四品龙麟	fjwf06.png	50级橙色物理防具	50	2	1	6	0	0	50	2	1000	1	1	0	0	1372	1546	0	0	0	0	1781	2000	0	200000	18020905	试炼9-5掉落	555
17030392	四品龙麟+	fjwf06.png	50级橙色+1物理防具	50	2	1	7	0	0	50	2	5000	1	1	0	0	1708	1891	0	0	0	0	2217	2447	0	300000	18020905	试炼9-5掉落	630
17030393	四品镜芒	fjff06.png	50级绿色法术防具	50	2	2	1	0	0	50	2	100	1	1	0	0	0	0	0	0	471	510	612	660	10000	0	18020805	试炼8-5掉落	180
17030394	四品镜芒	fjff06.png	50级蓝色法术防具	50	2	2	2	0	0	50	2	150	1	1	0	0	0	0	0	0	566	612	734	792	50000	0	18020805	试炼8-5掉落	255
17030395	四品镜芒+	fjff06.png	50级蓝色+1法术防具	50	2	2	3	0	0	50	2	200	1	1	0	0	0	0	0	0	679	735	881	951	80000	0	18020805	试炼8-5掉落	330
17030396	四品镜芒	fjff06.png	50级紫色法术防具	50	2	2	4	0	0	50	2	250	1	1	0	0	0	0	0	0	808	962	1049	1245	100000	0	18020805	试炼8-5掉落	405
17030397	四品镜芒+	fjff06.png	50级紫色+1法术防具	50	2	2	5	0	0	50	2	500	1	1	0	0	0	0	0	0	1077	1239	1398	1602	150000	0	18020805	试炼8-5掉落	480
17030398	四品镜芒	fjff06.png	50级橙色法术防具	50	2	2	6	0	0	50	2	1000	1	1	0	0	0	0	0	0	1372	1546	1781	2000	0	200000	18020805	试炼8-5掉落	555
17030399	四品镜芒+	fjff06.png	50级橙色+1法术防具	50	2	2	7	0	0	50	2	5000	1	1	0	0	0	0	0	0	1708	1891	2217	2447	0	300000	18020805	试炼8-5掉落	630
17030400	四品赤兔	mwg06.png	50级绿色物攻马	50	3	0	1	0	1;2	50	2	100	1	1	612	660	0	0	0	0	0	0	306	330	10000	0	18020904	试炼9-4掉落	180
17030401	四品赤兔	mwg06.png	50级蓝色物攻马	50	3	0	2	0	1;2	50	2	150	1	1	734	792	0	0	0	0	0	0	367	396	50000	0	18020904	试炼9-4掉落	255
17030402	四品赤兔+	mwg06.png	50级蓝色+1物攻马	50	3	0	3	0	1;2	50	2	200	1	1	881	951	0	0	0	0	0	0	440	475	80000	0	18020904	试炼9-4掉落	330
17030403	四品赤兔	mwg06.png	50级紫色物攻马	50	3	0	4	0	1;2	50	2	250	1	1	1049	1245	0	0	0	0	0	0	524	622	100000	0	18020904	试炼9-4掉落	405
17030404	四品赤兔+	mwg06.png	50级紫色+1物攻马	50	3	0	5	0	1;2	50	2	500	1	1	1398	1602	0	0	0	0	0	0	699	801	150000	0	18020904	试炼9-4掉落	480
17030405	四品赤兔	mwg06.png	50级橙色物攻马	50	3	0	6	0	1;2	50	2	1000	1	1	1781	2000	0	0	0	0	0	0	890	1000	0	200000	18020904	试炼9-4掉落	555
17030406	四品赤兔+	mwg06.png	50级橙色+1物攻马	50	3	0	7	0	1;2	50	2	5000	1	1	2217	2447	0	0	0	0	0	0	1108	1223	0	300000	18020904	试炼9-4掉落	630
17030407	四品飞电	mfg06.png	50级绿色法攻马	50	3	0	1	0	3	50	2	100	1	1	0	0	0	0	578	625	0	0	306	330	10000	0	18020902	试炼9-2掉落	180
17030408	四品飞电	mfg06.png	50级蓝色法攻马	50	3	0	2	0	3	50	2	150	1	1	0	0	0	0	693	751	0	0	367	396	50000	0	18020902	试炼9-2掉落	255
17030409	四品飞电+	mfg06.png	50级蓝色+1法攻马	50	3	0	3	0	3	50	2	200	1	1	0	0	0	0	832	901	0	0	440	475	80000	0	18020902	试炼9-2掉落	330
17030410	四品飞电	mfg06.png	50级紫色法攻马	50	3	0	4	0	3	50	2	250	1	1	0	0	0	0	990	1179	0	0	524	622	100000	0	18020902	试炼9-2掉落	405
17030411	四品飞电+	mfg06.png	50级紫色+1法攻马	50	3	0	5	0	3	50	2	500	1	1	0	0	0	0	1320	1518	0	0	699	801	150000	0	18020902	试炼9-2掉落	480
17030412	四品飞电	mfg06.png	50级橙色法攻马	50	3	0	6	0	3	50	2	1000	1	1	0	0	0	0	1681	1894	0	0	890	1000	0	200000	18020902	试炼9-2掉落	555
17030413	四品飞电+	mfg06.png	50级橙色+1法攻马	50	3	0	7	0	3	50	2	5000	1	1	0	0	0	0	2093	2318	0	0	1108	1223	0	300000	18020902	试炼9-2掉落	630
17030414	四品的卢	mwf06.png	50级绿色物防马	50	3	0	1	0	0	50	2	100	1	1	0	0	235	255	0	0	0	0	2448	2640	10000	0	18020806	试炼8-6掉落	180
17030415	四品的卢	mwf06.png	50级蓝色物防马	50	3	0	2	0	0	50	2	150	1	1	0	0	283	306	0	0	0	0	2936	3168	50000	0	18020806	试炼8-6掉落	255
17030416	四品的卢+	mwf06.png	50级蓝色+1物防马	50	3	0	3	0	0	50	2	200	1	1	0	0	339	367	0	0	0	0	3524	3804	80000	0	18020806	试炼8-6掉落	330
17030417	四品的卢	mwf06.png	50级紫色物防马	50	3	0	4	0	0	50	2	250	1	1	0	0	404	481	0	0	0	0	4196	4980	100000	0	18020806	试炼8-6掉落	405
17030418	四品的卢+	mwf06.png	50级紫色+1物防马	50	3	0	5	0	0	50	2	500	1	1	0	0	538	619	0	0	0	0	5592	6408	150000	0	18020806	试炼8-6掉落	480
17030419	四品的卢	mwf06.png	50级橙色物防马	50	3	0	6	0	0	50	2	1000	1	1	0	0	686	773	0	0	0	0	7124	8000	0	200000	18020806	试炼8-6掉落	555
17030420	四品的卢+	mwf06.png	50级橙色+1物防马	50	3	0	7	0	0	50	2	5000	1	1	0	0	854	945	0	0	0	0	8868	9788	0	300000	18020806	试炼8-6掉落	630
17030421	四品绝影	mff06.png	50级绿色法防马	50	3	0	1	0	0	50	2	100	1	1	0	0	0	0	0	0	235	255	2448	2640	10000	0	18020906	试炼9-6掉落	180
17030422	四品绝影	mff06.png	50级蓝色法防马	50	3	0	2	0	0	50	2	150	1	1	0	0	0	0	0	0	283	306	2936	3168	50000	0	18020906	试炼9-6掉落	255
17030423	四品绝影+	mff06.png	50级蓝色+1法防马	50	3	0	3	0	0	50	2	200	1	1	0	0	0	0	0	0	339	367	3524	3804	80000	0	18020906	试炼9-6掉落	330
17030424	四品绝影	mff06.png	50级紫色法防马	50	3	0	4	0	0	50	2	250	1	1	0	0	0	0	0	0	404	481	4196	4980	100000	0	18020906	试炼9-6掉落	405
17030425	四品绝影+	mff06.png	50级紫色+1法防马	50	3	0	5	0	0	50	2	500	1	1	0	0	0	0	0	0	538	619	5592	6408	150000	0	18020906	试炼9-6掉落	480
17030426	四品绝影	mff06.png	50级橙色法防马	50	3	0	6	0	0	50	2	1000	1	1	0	0	0	0	0	0	686	773	7124	8000	0	200000	18020906	试炼9-6掉落	555
17030427	四品绝影+	mff06.png	50级橙色+1法防马	50	3	0	7	0	0	50	2	5000	1	1	0	0	0	0	0	0	854	945	8868	9788	0	300000	18020906	试炼9-6掉落	630
17030428	三品龙胆	wqjz07.png	55级绿色近战武器	55	1	1	1	0	1	55	2	100	1	1	1045	1141	104	114	0	0	0	0	0	0	10000	0	18021001	试炼10-1掉落	215
17030429	三品龙胆	wqjz07.png	55级蓝色近战武器	55	1	1	2	0	1	55	2	150	1	1	1254	1369	125	136	0	0	0	0	0	0	50000	0	18021001	试炼10-1掉落	295
17030430	三品龙胆+	wqjz07.png	55级蓝色+1近战武器	55	1	1	3	0	1	55	2	200	1	1	1505	1642	150	164	0	0	0	0	0	0	80000	0	18021001	试炼10-1掉落	375
17030431	三品龙胆	wqjz07.png	55级紫色近战武器	55	1	1	4	0	1	55	2	250	1	1	1791	2150	179	215	0	0	0	0	0	0	100000	0	18021001	试炼10-1掉落	455
17030432	三品龙胆+	wqjz07.png	55级紫色+1近战武器	55	1	1	5	0	1	55	2	500	1	1	2388	2768	238	276	0	0	0	0	0	0	150000	0	18021001	试炼10-1掉落	535
17030433	三品龙胆	wqjz07.png	55级橙色近战武器	55	1	1	6	0	1	55	2	1000	1	1	3041	3454	304	345	0	0	0	0	0	0	0	200000	18021001	试炼10-1掉落	615
17030434	三品龙胆+	wqjz07.png	55级橙色+1近战武器	55	1	1	7	0	1	55	2	5000	1	1	3785	4226	378	422	0	0	0	0	0	0	0	300000	18021001	试炼10-1掉落	695
17030435	三品易经	wqms07.png	55级绿色谋士武器	55	1	3	1	0	3	55	2	100	1	1	0	0	0	0	1281	1398	0	0	0	0	10000	0	18021006	试炼10-6掉落	215
17030436	三品易经	wqms07.png	55级蓝色谋士武器	55	1	3	2	0	3	55	2	150	1	1	0	0	0	0	1537	1678	0	0	0	0	50000	0	18021006	试炼10-6掉落	295
17030437	三品易经+	wqms07.png	55级蓝色+1谋士武器	55	1	3	3	0	3	55	2	200	1	1	0	0	0	0	1844	2013	0	0	0	0	80000	0	18021006	试炼10-6掉落	375
17030438	三品易经	wqms07.png	55级紫色谋士武器	55	1	3	4	0	3	55	2	250	1	1	0	0	0	0	2195	2636	0	0	0	0	100000	0	18021006	试炼10-6掉落	455
17030439	三品易经+	wqms07.png	55级紫色+1谋士武器	55	1	3	5	0	3	55	2	500	1	1	0	0	0	0	2926	3393	0	0	0	0	150000	0	18021006	试炼10-6掉落	535
17030440	三品易经	wqms07.png	55级橙色谋士武器	55	1	3	6	0	3	55	2	1000	1	1	0	0	0	0	3727	4234	0	0	0	0	0	200000	18021006	试炼10-6掉落	615
17030441	三品易经+	wqms07.png	55级橙色+1谋士武器	55	1	3	7	0	3	55	2	5000	1	1	0	0	0	0	4639	5180	0	0	0	0	0	300000	18021006	试炼10-6掉落	695
17030442	三品落月	wqyc07.png	55级绿色远程武器	55	1	2	1	0	2	55	2	100	1	1	1351	1470	0	0	0	0	0	0	0	0	10000	0	18021004	试炼10-4掉落	215
17030443	三品落月	wqyc07.png	55级蓝色远程武器	55	1	2	2	0	2	55	2	150	1	1	1621	1764	0	0	0	0	0	0	0	0	50000	0	18021004	试炼10-4掉落	295
17030444	三品落月+	wqyc07.png	55级蓝色+1远程武器	55	1	2	3	0	2	55	2	200	1	1	1945	2117	0	0	0	0	0	0	0	0	80000	0	18021004	试炼10-4掉落	375
17030445	三品落月	wqyc07.png	55级紫色远程武器	55	1	2	4	0	2	55	2	250	1	1	2315	2772	0	0	0	0	0	0	0	0	100000	0	18021004	试炼10-4掉落	455
17030446	三品落月+	wqyc07.png	55级紫色+1远程武器	55	1	2	5	0	2	55	2	500	1	1	3087	3568	0	0	0	0	0	0	0	0	150000	0	18021004	试炼10-4掉落	535
17030447	三品落月	wqyc07.png	55级橙色远程武器	55	1	2	6	0	2	55	2	1000	1	1	3931	4453	0	0	0	0	0	0	0	0	0	200000	18021004	试炼10-4掉落	615
17030448	三品落月+	wqyc07.png	55级橙色+1远程武器	55	1	2	7	0	2	55	2	5000	1	1	4894	5448	0	0	0	0	0	0	0	0	0	300000	18021004	试炼10-4掉落	695
17030449	三品龙麟	fjwf07.png	55级绿色物理防具	55	2	1	1	0	0	55	2	100	1	1	0	0	522	570	0	0	0	0	675	735	10000	0	18021102	试炼11-2掉落	215
17030450	三品龙麟	fjwf07.png	55级蓝色物理防具	55	2	1	2	0	0	55	2	150	1	1	0	0	627	684	0	0	0	0	810	882	50000	0	18021102	试炼11-2掉落	295
17030451	三品龙麟+	fjwf07.png	55级蓝色+1物理防具	55	2	1	3	0	0	55	2	200	1	1	0	0	752	821	0	0	0	0	972	1058	80000	0	18021102	试炼11-2掉落	375
17030452	三品龙麟	fjwf07.png	55级紫色物理防具	55	2	1	4	0	0	55	2	250	1	1	0	0	895	1075	0	0	0	0	1157	1386	100000	0	18021102	试炼11-2掉落	455
17030453	三品龙麟+	fjwf07.png	55级紫色+1物理防具	55	2	1	5	0	0	55	2	500	1	1	0	0	1194	1384	0	0	0	0	1543	1784	150000	0	18021102	试炼11-2掉落	535
17030454	三品龙麟	fjwf07.png	55级橙色物理防具	55	2	1	6	0	0	55	2	1000	1	1	0	0	1520	1727	0	0	0	0	1965	2226	0	200000	18021102	试炼11-2掉落	615
17030455	三品龙麟+	fjwf07.png	55级橙色+1物理防具	55	2	1	7	0	0	55	2	5000	1	1	0	0	1892	2113	0	0	0	0	2447	2724	0	300000	18021102	试炼11-2掉落	695
17030456	三品镜芒	fjff07.png	55级绿色法术防具	55	2	2	1	0	0	55	2	100	1	1	0	0	0	0	0	0	522	570	675	735	10000	0	18021002	试炼10-2掉落	215
17030457	三品镜芒	fjff07.png	55级蓝色法术防具	55	2	2	2	0	0	55	2	150	1	1	0	0	0	0	0	0	627	684	810	882	50000	0	18021002	试炼10-2掉落	295
17030458	三品镜芒+	fjff07.png	55级蓝色+1法术防具	55	2	2	3	0	0	55	2	200	1	1	0	0	0	0	0	0	752	821	972	1058	80000	0	18021002	试炼10-2掉落	375
17030459	三品镜芒	fjff07.png	55级紫色法术防具	55	2	2	4	0	0	55	2	250	1	1	0	0	0	0	0	0	895	1075	1157	1386	100000	0	18021002	试炼10-2掉落	455
17030460	三品镜芒+	fjff07.png	55级紫色+1法术防具	55	2	2	5	0	0	55	2	500	1	1	0	0	0	0	0	0	1194	1384	1543	1784	150000	0	18021002	试炼10-2掉落	535
17030461	三品镜芒	fjff07.png	55级橙色法术防具	55	2	2	6	0	0	55	2	1000	1	1	0	0	0	0	0	0	1520	1727	1965	2226	0	200000	18021002	试炼10-2掉落	615
17030462	三品镜芒+	fjff07.png	55级橙色+1法术防具	55	2	2	7	0	0	55	2	5000	1	1	0	0	0	0	0	0	1892	2113	2447	2724	0	300000	18021002	试炼10-2掉落	695
17030463	三品赤兔	mwg07.png	55级绿色物攻马	55	3	0	1	0	1;2	55	2	100	1	1	675	735	0	0	0	0	0	0	337	367	10000	0	18021101	试炼11-1掉落	215
17030464	三品赤兔	mwg07.png	55级蓝色物攻马	55	3	0	2	0	1;2	55	2	150	1	1	810	882	0	0	0	0	0	0	405	441	50000	0	18021101	试炼11-1掉落	295
17030465	三品赤兔+	mwg07.png	55级蓝色+1物攻马	55	3	0	3	0	1;2	55	2	200	1	1	972	1058	0	0	0	0	0	0	486	529	80000	0	18021101	试炼11-1掉落	375
17030466	三品赤兔	mwg07.png	55级紫色物攻马	55	3	0	4	0	1;2	55	2	250	1	1	1157	1386	0	0	0	0	0	0	578	693	100000	0	18021101	试炼11-1掉落	455
17030467	三品赤兔+	mwg07.png	55级紫色+1物攻马	55	3	0	5	0	1;2	55	2	500	1	1	1543	1784	0	0	0	0	0	0	771	892	150000	0	18021101	试炼11-1掉落	535
17030468	三品赤兔	mwg07.png	55级橙色物攻马	55	3	0	6	0	1;2	55	2	1000	1	1	1965	2226	0	0	0	0	0	0	982	1113	0	200000	18021101	试炼11-1掉落	615
17030469	三品赤兔+	mwg07.png	55级橙色+1物攻马	55	3	0	7	0	1;2	55	2	5000	1	1	2447	2724	0	0	0	0	0	0	1223	1362	0	300000	18021101	试炼11-1掉落	695
17030470	三品飞电	mfg07.png	55级绿色法攻马	55	3	0	1	0	3	55	2	100	1	1	0	0	0	0	640	699	0	0	337	367	10000	0	18021005	试炼10-5掉落	215
17030471	三品飞电	mfg07.png	55级蓝色法攻马	55	3	0	2	0	3	55	2	150	1	1	0	0	0	0	768	839	0	0	405	441	50000	0	18021005	试炼10-5掉落	295
17030472	三品飞电+	mfg07.png	55级蓝色+1法攻马	55	3	0	3	0	3	55	2	200	1	1	0	0	0	0	922	1006	0	0	486	529	80000	0	18021005	试炼10-5掉落	375
17030473	三品飞电	mfg07.png	55级紫色法攻马	55	3	0	4	0	3	55	2	250	1	1	0	0	0	0	1097	1318	0	0	578	693	100000	0	18021005	试炼10-5掉落	455
17030474	三品飞电+	mfg07.png	55级紫色+1法攻马	55	3	0	5	0	3	55	2	500	1	1	0	0	0	0	1463	1696	0	0	771	892	150000	0	18021005	试炼10-5掉落	535
17030475	三品飞电	mfg07.png	55级橙色法攻马	55	3	0	6	0	3	55	2	1000	1	1	0	0	0	0	1863	2117	0	0	982	1113	0	200000	18021005	试炼10-5掉落	615
17030476	三品飞电+	mfg07.png	55级橙色+1法攻马	55	3	0	7	0	3	55	2	5000	1	1	0	0	0	0	2319	2590	0	0	1223	1362	0	300000	18021005	试炼10-5掉落	695
