#id	#掉落组	组内编号	说明	物品id	物品数量	权重（总权重为10000）	是否显示
id	group	no	describe	itemid	num	weight	show
5	22081351	5	挑战运输队@351，混天1	17030762	1	100	1
6	22081351	6	挑战运输队@351，混天1	17030758	1	2000	0
6	22081351	6	挑战运输队@351，混天1	17030760	1	700	1
1	22081352	1	挑战运输队@352，绿水晶1	17010058	1	3000	1
1	22081352	1	挑战运输队@352，绿水晶2	17010058	2	3000	0
1	22081352	1	挑战运输队@352，绿水晶3	17010058	3	3000	0
2	22081352	2	挑战运输队@352，蓝水晶1	17010059	1	3000	1
2	22081352	2	挑战运输队@352，蓝水晶2	17010059	2	1500	0
3	22081352	3	挑战运输队@352，紫水晶1	17010060	1	2500	1
4	22081352	4	挑战运输队@352，五品氪金1	17010073	1	0	1
5	22081352	5	挑战运输队@352，唤雷1	17030755	1	100	1
6	22081352	6	挑战运输队@352，唤雷1	17030751	1	2000	0
6	22081352	6	挑战运输队@352，唤雷1	17030753	1	700	1
1	22081353	1	挑战运输队@353，绿水晶1	17010058	1	3000	1
1	22081353	1	挑战运输队@353，绿水晶2	17010058	2	3000	0
1	22081353	1	挑战运输队@353，绿水晶3	17010058	3	3000	0
2	22081353	2	挑战运输队@353，蓝水晶1	17010059	1	3000	1
2	22081353	2	挑战运输队@353，蓝水晶2	17010059	2	1500	0
3	22081353	3	挑战运输队@353，紫水晶1	17010060	1	2500	1
4	22081353	4	挑战运输队@353，五品氪金1	17010073	1	0	1
5	22081353	5	挑战运输队@353，天龙圣衣1	17030776	1	100	1
6	22081353	6	挑战运输队@353，天龙圣衣1	17030772	1	2000	0
6	22081353	6	挑战运输队@353，天龙圣衣1	17030774	1	700	1
1	22081354	1	挑战运输队@354，绿水晶1	17010058	1	3000	1
1	22081354	1	挑战运输队@354，绿水晶2	17010058	2	3000	0
1	22081354	1	挑战运输队@354，绿水晶3	17010058	3	3000	0
2	22081354	2	挑战运输队@354，蓝水晶1	17010059	1	3000	1
2	22081354	2	挑战运输队@354，蓝水晶2	17010059	2	1500	0
3	22081354	3	挑战运输队@354，紫水晶1	17010060	1	2500	1
4	22081354	4	挑战运输队@354，五品氪金1	17010073	1	0	1
5	22081354	5	挑战运输队@354，唤雷1	17030755	1	100	1
6	22081354	6	挑战运输队@354，唤雷1	17030751	1	2000	0
6	22081354	6	挑战运输队@354，唤雷1	17030753	1	700	1
1	22082110	1	挑战宝箱@110，元宝10	17010038	10	3300	0
1	22082110	1	挑战宝箱@110，元宝20	17010038	20	3400	1
1	22082110	1	挑战宝箱@110，元宝30	17010038	30	3300	0
2	22082110	2	挑战宝箱@110，一品精钢1	17010061	1	5000	1
1	22082120	1	挑战宝箱@120，元宝10	17010038	10	3300	0
1	22082120	1	挑战宝箱@120，元宝20	17010038	20	3400	1
1	22082120	1	挑战宝箱@120，元宝30	17010038	30	3300	0
2	22082120	2	挑战宝箱@120，一品精钢1	17010061	1	3000	1
2	22082120	2	挑战宝箱@120，二品精钢1	17010062	1	2000	1
1	22082130	1	挑战宝箱@130，元宝10	17010038	10	3300	0
1	22082130	1	挑战宝箱@130，元宝20	17010038	20	3400	1
1	22082130	1	挑战宝箱@130，元宝30	17010038	30	3300	0
2	22082130	2	挑战宝箱@130，一品精钢1	17010061	1	1500	1
2	22082130	2	挑战宝箱@130，二品精钢1	17010062	1	2000	1
2	22082130	2	挑战宝箱@130，三品精钢1	17010063	1	1500	1
1	22082210	1	挑战宝箱@210，元宝10	17010038	10	3300	0
1	22082210	1	挑战宝箱@210，元宝20	17010038	20	3400	1
1	22082210	1	挑战宝箱@210，元宝30	17010038	30	3300	0
2	22082210	2	挑战宝箱@210，一品寒铁1	17010064	1	5000	1
1	22082220	1	挑战宝箱@220，元宝10	17010038	10	3300	0
1	22082220	1	挑战宝箱@220，元宝20	17010038	20	3400	1
1	22082220	1	挑战宝箱@220，元宝30	17010038	30	3300	0
2	22082220	2	挑战宝箱@220，一品寒铁1	17010064	1	3000	1
2	22082220	2	挑战宝箱@220，二品寒铁1	17010065	1	2000	1
1	22082230	1	挑战宝箱@230，元宝10	17010038	10	3300	0
1	22082230	1	挑战宝箱@230，元宝20	17010038	20	3400	1
1	22082230	1	挑战宝箱@230，元宝30	17010038	30	3300	0
2	22082230	2	挑战宝箱@230，一品寒铁1	17010064	1	1500	1
2	22082230	2	挑战宝箱@230，二品寒铁1	17010065	1	2000	1
2	22082230	2	挑战宝箱@230，三品寒铁1	17010066	1	1500	1
1	22082240	1	挑战宝箱@240，元宝10	17010038	10	3300	0
1	22082240	1	挑战宝箱@240，元宝20	17010038	20	3400	1
1	22082240	1	挑战宝箱@240，元宝30	17010038	30	3300	0
2	22082240	2	挑战宝箱@240，一品寒铁1	17010064	1	1000	1
2	22082240	2	挑战宝箱@240，二品寒铁1	17010065	1	1500	1
2	22082240	2	挑战宝箱@240，三品寒铁1	17010066	1	1500	1
2	22082240	2	挑战宝箱@240，四品寒铁1	17010067	1	1000	1
1	22082250	1	挑战宝箱@250，元宝10	17010038	10	3300	0
1	22082250	1	挑战宝箱@250，元宝20	17010038	20	3400	1
1	22082250	1	挑战宝箱@250，元宝30	17010038	30	3300	0
2	22082250	2	挑战宝箱@250，一品寒铁1	17010064	1	1000	1
2	22082250	2	挑战宝箱@250，二品寒铁1	17010065	1	1200	1
2	22082250	2	挑战宝箱@250，三品寒铁1	17010066	1	1300	1
2	22082250	2	挑战宝箱@250，四品寒铁1	17010067	1	1000	1
2	22082250	2	挑战宝箱@250，五品寒铁1	17010068	1	500	1
1	22082310	1	挑战宝箱@310，元宝10	17010038	10	3300	0
1	22082310	1	挑战宝箱@310，元宝20	17010038	20	3400	1
1	22082310	1	挑战宝箱@310，元宝30	17010038	30	3300	0
2	22082310	2	挑战宝箱@310，一品氪金1	17010069	1	5000	1
1	22082320	1	挑战宝箱@320，元宝10	17010038	10	3300	0
1	22082320	1	挑战宝箱@320，元宝20	17010038	20	3400	1
1	22082320	1	挑战宝箱@320，元宝30	17010038	30	3300	0
2	22082320	2	挑战宝箱@320，一品氪金1	17010069	1	3000	1
2	22082320	2	挑战宝箱@320，二品氪金1	17010070	1	2000	1
1	22082330	1	挑战宝箱@330，元宝10	17010038	10	3300	0
1	22082330	1	挑战宝箱@330，元宝20	17010038	20	3400	1
1	22082330	1	挑战宝箱@330，元宝30	17010038	30	3300	0
2	22082330	2	挑战宝箱@330，一品氪金1	17010069	1	1500	1
2	22082330	2	挑战宝箱@330，二品氪金1	17010070	1	2000	1
2	22082330	2	挑战宝箱@330，三品氪金1	17010071	1	1500	1
1	22082340	1	挑战宝箱@340，元宝10	17010038	10	3300	0
1	22082340	1	挑战宝箱@340，元宝20	17010038	20	3400	1
1	22082340	1	挑战宝箱@340，元宝30	17010038	30	3300	0
2	22082340	2	挑战宝箱@340，一品氪金1	17010069	1	1000	1
2	22082340	2	挑战宝箱@340，二品氪金1	17010070	1	1500	1
2	22082340	2	挑战宝箱@340，三品氪金1	17010071	1	1500	1
2	22082340	2	挑战宝箱@340，四品氪金1	17010072	1	1000	1
1	22082350	1	挑战宝箱@350，元宝10	17010038	10	3300	0
1	22082350	1	挑战宝箱@350，元宝20	17010038	20	3400	1
1	22082350	1	挑战宝箱@350，元宝30	17010038	30	3300	0
2	22082350	2	挑战宝箱@350，一品氪金1	17010069	1	1000	1
2	22082350	2	挑战宝箱@350，二品氪金1	17010070	1	1200	1
2	22082350	2	挑战宝箱@350，三品氪金1	17010071	1	1300	1
2	22082350	2	挑战宝箱@350，四品氪金1	17010072	1	1000	1
2	22082350	2	挑战宝箱@350，五品氪金1	17010073	1	500	1
1	22083111	1	挑战BOSS@111，绿水晶1	17010058	1	3000	1
1	22083111	1	挑战BOSS@111，绿水晶2	17010058	2	1000	0
1	22083111	1	挑战BOSS@111，绿水晶3	17010058	3	1000	0
1	22083111	1	挑战BOSS@111，绿水晶4	17010058	4	1000	0
2	22083111	2	挑战BOSS@111，蓝水晶1	17010059	1	3000	1
2	22083111	2	挑战BOSS@111，蓝水晶2	17010059	2	1000	0
2	22083111	2	挑战BOSS@111，蓝水晶3	17010059	3	1000	0
3	22083111	3	挑战BOSS@111，紫水晶1	17010060	1	2000	1
3	22083111	3	挑战BOSS@111，紫水晶2	17010060	2	1000	0
4	22083111	4	挑战BOSS@111，一品精钢1	17010061	1	10000	1
5	22083111	5	挑战BOSS@111，白驹1	17030167	1	100	1
6	22083111	6	挑战BOSS@111，白驹1	17030163	1	2000	0
6	22083111	6	挑战BOSS@111，白驹1	17030165	1	1000	1
1	22083112	1	挑战BOSS@112，绿水晶1	17010058	1	3000	1
1	22083112	1	挑战BOSS@112，绿水晶2	17010058	2	1000	0
1	22083112	1	挑战BOSS@112，绿水晶3	17010058	3	1000	0
1	22083112	1	挑战BOSS@112，绿水晶4	17010058	4	1000	0
2	22083112	2	挑战BOSS@112，蓝水晶1	17010059	1	3000	1
2	22083112	2	挑战BOSS@112，蓝水晶2	17010059	2	1000	0
2	22083112	2	挑战BOSS@112，蓝水晶3	17010059	3	1000	0
3	22083112	3	挑战BOSS@112，紫水晶1	17010060	1	2000	1
3	22083112	3	挑战BOSS@112，紫水晶2	17010060	2	1000	0
4	22083112	4	挑战BOSS@112，一品精钢1	17010061	1	10000	1
5	22083112	5	挑战BOSS@112，一品精钢1	17010061	1	5000	1
6	22083112	6	挑战BOSS@112，墨子1	17030125	1	100	1
7	22083112	7	挑战BOSS@112，墨子1	17030121	1	2000	0
7	22083112	7	挑战BOSS@112，墨子1	17030123	1	1000	1
1	22083121	1	挑战运输队@121，绿水晶1	17010058	1	3000	1
1	22083121	1	挑战运输队@121，绿水晶2	17010058	2	1000	0
1	22083121	1	挑战运输队@121，绿水晶3	17010058	3	1000	0
1	22083121	1	挑战运输队@121，绿水晶4	17010058	4	1000	0
2	22083121	2	挑战运输队@121，蓝水晶1	17010059	1	3000	1
2	22083121	2	挑战运输队@121，蓝水晶2	17010059	2	1000	0
2	22083121	2	挑战运输队@121，蓝水晶3	17010059	3	1000	0
3	22083121	3	挑战运输队@121，紫水晶1	17010060	1	2000	1
3	22083121	3	挑战运输队@121，紫水晶2	17010060	2	1000	0
4	22083121	4	挑战运输队@121，一品精钢1	17010061	1	6000	1
4	22083121	4	挑战运输队@121，二品精钢1	17010062	1	4000	1
5	22083121	5	挑战运输队@121，锁子甲1	17030202	1	100	1
6	22083121	6	挑战运输队@121，锁子甲1	17030198	1	2000	0
6	22083121	6	挑战运输队@121，锁子甲1	17030200	1	1000	1
1	22083122	1	挑战运输队@122，绿水晶1	17010058	1	3000	1
1	22083122	1	挑战运输队@122，绿水晶2	17010058	2	1000	0
1	22083122	1	挑战运输队@122，绿水晶3	17010058	3	1000	0
1	22083122	1	挑战运输队@122，绿水晶4	17010058	4	1000	0
2	22083122	2	挑战运输队@122，蓝水晶1	17010059	1	3000	1
2	22083122	2	挑战运输队@122，蓝水晶2	17010059	2	1000	0
2	22083122	2	挑战运输队@122，蓝水晶3	17010059	3	1000	0
3	22083122	3	挑战运输队@122，紫水晶1	17010060	1	2000	1
3	22083122	3	挑战运输队@122，紫水晶2	17010060	2	1000	0
4	22083122	4	挑战运输队@122，一品精钢1	17010061	1	6000	1
4	22083122	4	挑战运输队@122，二品精钢1	17010062	1	4000	1
5	22083122	5	挑战运输队@122，一品精钢1	17010061	1	3000	1
5	22083122	5	挑战运输队@122，二品精钢1	17010062	1	2000	1
6	22083122	6	挑战运输队@122，铁臂弓1	17030195	1	100	1
7	22083122	7	挑战运输队@122，铁臂弓1	17030191	1	2000	0
7	22083122	7	挑战运输队@122，铁臂弓1	17030193	1	1000	1
1	22083131	1	挑战BOSS@131，绿水晶1	17010058	1	3000	1
1	22083131	1	挑战BOSS@131，绿水晶2	17010058	2	1000	0
1	22083131	1	挑战BOSS@131，绿水晶3	17010058	3	1000	0
1	22083131	1	挑战BOSS@131，绿水晶4	17010058	4	1000	0
2	22083131	2	挑战BOSS@131，蓝水晶1	17010059	1	3000	1
2	22083131	2	挑战BOSS@131，蓝水晶2	17010059	2	1000	0
2	22083131	2	挑战BOSS@131，蓝水晶3	17010059	3	1000	0
3	22083131	3	挑战BOSS@131，紫水晶1	17010060	1	2000	1
3	22083131	3	挑战BOSS@131，紫水晶2	17010060	2	1000	0
4	22083131	4	挑战BOSS@131，一品精钢1	17010061	1	3000	1
4	22083131	4	挑战BOSS@131，二品精钢1	17010062	1	4000	1
4	22083131	4	挑战BOSS@131，三品精钢1	17010063	1	3000	1
5	22083131	5	挑战BOSS@131，火云骑1	17030300	1	100	1
6	22083131	6	挑战BOSS@131，火云骑1	17030296	1	2000	0
6	22083131	6	挑战BOSS@131，火云骑1	17030298	1	1000	1
1	22083132	1	挑战BOSS@132，绿水晶1	17010058	1	3000	1
1	22083132	1	挑战BOSS@132，绿水晶2	17010058	2	1000	0
1	22083132	1	挑战BOSS@132，绿水晶3	17010058	3	1000	0
1	22083132	1	挑战BOSS@132，绿水晶4	17010058	4	1000	0
2	22083132	2	挑战BOSS@132，蓝水晶1	17010059	1	3000	1
2	22083132	2	挑战BOSS@132，蓝水晶2	17010059	2	1000	0
2	22083132	2	挑战BOSS@132，蓝水晶3	17010059	3	1000	0
3	22083132	3	挑战BOSS@132，紫水晶1	17010060	1	2000	1
3	22083132	3	挑战BOSS@132，紫水晶2	17010060	2	1000	0
4	22083132	4	挑战BOSS@132，一品精钢1	17010061	1	3000	1
4	22083132	4	挑战BOSS@132，二品精钢1	17010062	1	4000	1
4	22083132	4	挑战BOSS@132，三品精钢1	17010063	1	3000	1
5	22083132	5	挑战BOSS@132，火云骑1	17030300	1	100	1
6	22083132	6	挑战BOSS@132，火云骑1	17030296	1	2000	0
6	22083132	6	挑战BOSS@132，火云骑1	17030298	1	1000	1
1	22083133	1	挑战BOSS@133，绿水晶1	17010058	1	3000	1
1	22083133	1	挑战BOSS@133，绿水晶2	17010058	2	1000	0
1	22083133	1	挑战BOSS@133，绿水晶3	17010058	3	1000	0
1	22083133	1	挑战BOSS@133，绿水晶4	17010058	4	1000	0
2	22083133	2	挑战BOSS@133，蓝水晶1	17010059	1	3000	1
2	22083133	2	挑战BOSS@133，蓝水晶2	17010059	2	1000	0
2	22083133	2	挑战BOSS@133，蓝水晶3	17010059	3	1000	0
3	22083133	3	挑战BOSS@133，紫水晶1	17010060	1	2000	1
3	22083133	3	挑战BOSS@133，紫水晶2	17010060	2	1000	0
4	22083133	4	挑战BOSS@133，一品精钢1	17010061	1	3000	1
4	22083133	4	挑战BOSS@133，二品精钢1	17010062	1	4000	1
4	22083133	4	挑战BOSS@133，三品精钢1	17010063	1	3000	1
5	22083133	5	挑战BOSS@133，一品精钢1	17010061	1	1500	1
5	22083133	5	挑战BOSS@133，二品精钢1	17010062	1	2000	1
5	22083133	5	挑战BOSS@133，三品精钢1	17010063	1	1500	1
6	22083133	6	挑战BOSS@133，紫宵剑1	17030244	1	100	1
7	22083133	7	挑战BOSS@133，紫宵剑1	17030240	1	2000	0
7	22083133	7	挑战BOSS@133，紫宵剑1	17030242	1	1000	1
1	22083211	1	挑战BOSS@211，绿水晶1	17010058	1	3000	1
1	22083211	1	挑战BOSS@211，绿水晶2	17010058	2	1000	0
1	22083211	1	挑战BOSS@211，绿水晶3	17010058	3	1000	0
1	22083211	1	挑战BOSS@211，绿水晶4	17010058	4	1000	0
2	22083211	2	挑战BOSS@211，蓝水晶1	17010059	1	3000	1
2	22083211	2	挑战BOSS@211，蓝水晶2	17010059	2	1000	0
2	22083211	2	挑战BOSS@211，蓝水晶3	17010059	3	1000	0
3	22083211	3	挑战BOSS@211，紫水晶1	17010060	1	2000	1
3	22083211	3	挑战BOSS@211，紫水晶2	17010060	2	1000	0
4	22083211	4	挑战BOSS@211，一品寒铁1	17010064	1	10000	1
5	22083211	5	挑战BOSS@211，黑鬃马1	17030286	1	100	1
6	22083211	6	挑战BOSS@211，黑鬃马1	17030282	1	2000	0
6	22083211	6	挑战BOSS@211，黑鬃马1	17030284	1	1000	1
1	22083212	1	挑战BOSS@212，绿水晶1	17010058	1	3000	1
1	22083212	1	挑战BOSS@212，绿水晶2	17010058	2	1000	0
1	22083212	1	挑战BOSS@212，绿水晶3	17010058	3	1000	0
1	22083212	1	挑战BOSS@212，绿水晶4	17010058	4	1000	0
2	22083212	2	挑战BOSS@212，蓝水晶1	17010059	1	3000	1
2	22083212	2	挑战BOSS@212，蓝水晶2	17010059	2	1000	0
2	22083212	2	挑战BOSS@212，蓝水晶3	17010059	3	1000	0
3	22083212	3	挑战BOSS@212，紫水晶1	17010060	1	2000	1
3	22083212	3	挑战BOSS@212，紫水晶2	17010060	2	1000	0
4	22083212	4	挑战BOSS@212，一品寒铁1	17010064	1	10000	1
5	22083212	5	挑战BOSS@212，一品寒铁1	17010064	1	5000	1
6	22083212	6	挑战BOSS@212，白丁锦缎1	17030272	1	100	1
7	22083212	7	挑战BOSS@212，白丁锦缎1	17030268	1	2000	0
7	22083212	7	挑战BOSS@212，白丁锦缎1	17030270	1	1000	1
1	22083221	1	挑战BOSS@221，绿水晶1	17010058	1	3000	1
1	22083221	1	挑战BOSS@221，绿水晶2	17010058	2	1000	0
1	22083221	1	挑战BOSS@221，绿水晶3	17010058	3	1000	0
1	22083221	1	挑战BOSS@221，绿水晶4	17010058	4	1000	0
2	22083221	2	挑战BOSS@221，蓝水晶1	17010059	1	3000	1
2	22083221	2	挑战BOSS@221，蓝水晶2	17010059	2	1000	0
2	22083221	2	挑战BOSS@221，蓝水晶3	17010059	3	1000	0
3	22083221	3	挑战BOSS@221，紫水晶1	17010060	1	2000	1
3	22083221	3	挑战BOSS@221，紫水晶2	17010060	2	1000	0
4	22083221	4	挑战BOSS@221，一品寒铁1	17010064	1	6000	1
4	22083221	4	挑战BOSS@221，二品寒铁1	17010065	1	4000	1
5	22083221	5	挑战BOSS@221，赤露1	17030419	1	100	1
6	22083221	6	挑战BOSS@221，赤露1	17030415	1	2000	0
6	22083221	6	挑战BOSS@221，赤露1	17030417	1	1000	1
1	22083222	1	挑战BOSS@222，绿水晶1	17010058	1	3000	1
1	22083222	1	挑战BOSS@222，绿水晶2	17010058	2	1000	0
1	22083222	1	挑战BOSS@222，绿水晶3	17010058	3	1000	0
1	22083222	1	挑战BOSS@222，绿水晶4	17010058	4	1000	0
2	22083222	2	挑战BOSS@222，蓝水晶1	17010059	1	3000	1
2	22083222	2	挑战BOSS@222，蓝水晶2	17010059	2	1000	0
2	22083222	2	挑战BOSS@222，蓝水晶3	17010059	3	1000	0
3	22083222	3	挑战BOSS@222，紫水晶1	17010060	1	2000	1
3	22083222	3	挑战BOSS@222，紫水晶2	17010060	2	1000	0
4	22083222	4	挑战BOSS@222，一品寒铁1	17010064	1	6000	1
4	22083222	4	挑战BOSS@222，二品寒铁1	17010065	1	4000	1
5	22083222	5	挑战BOSS@222，赤露1	17030419	1	100	1
6	22083222	6	挑战BOSS@222，赤露1	17030415	1	2000	0
6	22083222	6	挑战BOSS@222，赤露1	17030417	1	1000	1
1	22083223	1	挑战BOSS@223，绿水晶1	17010058	1	3000	1
1	22083223	1	挑战BOSS@223，绿水晶2	17010058	2	1000	0
1	22083223	1	挑战BOSS@223，绿水晶3	17010058	3	1000	0
1	22083223	1	挑战BOSS@223，绿水晶4	17010058	4	1000	0
2	22083223	2	挑战BOSS@223，蓝水晶1	17010059	1	3000	1
2	22083223	2	挑战BOSS@223，蓝水晶2	17010059	2	1000	0
2	22083223	2	挑战BOSS@223，蓝水晶3	17010059	3	1000	0
3	22083223	3	挑战BOSS@223，紫水晶1	17010060	1	2000	1
3	22083223	3	挑战BOSS@223，紫水晶2	17010060	2	1000	0
4	22083223	4	挑战BOSS@223，一品寒铁1	17010064	1	6000	1
4	22083223	4	挑战BOSS@223，二品寒铁1	17010065	1	4000	1
5	22083223	5	挑战BOSS@223，一品寒铁1	17010064	1	3000	1
5	22083223	5	挑战BOSS@223，二品寒铁1	17010065	1	2000	1
6	22083223	6	挑战BOSS@223，蛟筋硬弓1	17030384	1	100	1
7	22083223	7	挑战BOSS@223，蛟筋硬弓1	17030380	1	2000	0
7	22083223	7	挑战BOSS@223，蛟筋硬弓1	17030382	1	1000	1
1	22083231	1	挑战BOSS@231，绿水晶1	17010058	1	3000	1
1	22083231	1	挑战BOSS@231，绿水晶2	17010058	2	1000	0
1	22083231	1	挑战BOSS@231，绿水晶3	17010058	3	1000	0
1	22083231	1	挑战BOSS@231，绿水晶4	17010058	4	1000	0
2	22083231	2	挑战BOSS@231，蓝水晶1	17010059	1	3000	1
2	22083231	2	挑战BOSS@231，蓝水晶2	17010059	2	1000	0
2	22083231	2	挑战BOSS@231，蓝水晶3	17010059	3	1000	0
3	22083231	3	挑战BOSS@231，紫水晶1	17010060	1	2000	1
3	22083231	3	挑战BOSS@231，紫水晶2	17010060	2	1000	0
4	22083231	4	挑战BOSS@231，一品寒铁1	17010064	1	3000	1
4	22083231	4	挑战BOSS@231，二品寒铁1	17010065	1	4000	1
4	22083231	4	挑战BOSS@231，三品寒铁1	17010066	1	3000	1
5	22083231	5	挑战BOSS@231，墨鳞1	17030538	1	100	1
6	22083231	6	挑战BOSS@231，墨鳞1	17030534	1	2000	0
6	22083231	6	挑战BOSS@231，墨鳞1	17030536	1	1000	1
1	22083232	1	挑战BOSS@232，绿水晶1	17010058	1	3000	1
1	22083232	1	挑战BOSS@232，绿水晶2	17010058	2	1000	0
1	22083232	1	挑战BOSS@232，绿水晶3	17010058	3	1000	0
1	22083232	1	挑战BOSS@232，绿水晶4	17010058	4	1000	0
2	22083232	2	挑战BOSS@232，蓝水晶1	17010059	1	3000	1
2	22083232	2	挑战BOSS@232，蓝水晶2	17010059	2	1000	0
2	22083232	2	挑战BOSS@232，蓝水晶3	17010059	3	1000	0
3	22083232	3	挑战BOSS@232，紫水晶1	17010060	1	2000	1
3	22083232	3	挑战BOSS@232，紫水晶2	17010060	2	1000	0
4	22083232	4	挑战BOSS@232，一品寒铁1	17010064	1	3000	1
4	22083232	4	挑战BOSS@232，二品寒铁1	17010065	1	4000	1
4	22083232	4	挑战BOSS@232，三品寒铁1	17010066	1	3000	1
5	22083232	5	挑战BOSS@232，墨鳞1	17030538	1	100	1
6	22083232	6	挑战BOSS@232，墨鳞1	17030534	1	2000	0
6	22083232	6	挑战BOSS@232，墨鳞1	17030536	1	1000	1
1	22083233	1	挑战BOSS@233，绿水晶1	17010058	1	3000	1
1	22083233	1	挑战BOSS@233，绿水晶2	17010058	2	1000	0
1	22083233	1	挑战BOSS@233，绿水晶3	17010058	3	1000	0
1	22083233	1	挑战BOSS@233，绿水晶4	17010058	4	1000	0
2	22083233	2	挑战BOSS@233，蓝水晶1	17010059	1	3000	1
2	22083233	2	挑战BOSS@233，蓝水晶2	17010059	2	1000	0
2	22083233	2	挑战BOSS@233，蓝水晶3	17010059	3	1000	0
3	22083233	3	挑战BOSS@233，紫水晶1	17010060	1	2000	1
3	22083233	3	挑战BOSS@233，紫水晶2	17010060	2	1000	0
4	22083233	4	挑战BOSS@233，一品寒铁1	17010064	1	3000	1
4	22083233	4	挑战BOSS@233，二品寒铁1	17010065	1	4000	1
4	22083233	4	挑战BOSS@233，三品寒铁1	17010066	1	3000	1
5	22083233	5	挑战BOSS@233，一品寒铁1	17010064	1	1500	1
5	22083233	5	挑战BOSS@233，二品寒铁1	17010065	1	2000	1
5	22083233	5	挑战BOSS@233，三品寒铁1	17010066	1	1500	1
6	22083233	6	挑战BOSS@233，子母对剑1	17030496	1	100	1
7	22083233	7	挑战BOSS@233，子母对剑1	17030492	1	2000	0
7	22083233	7	挑战BOSS@233，子母对剑1	17030494	1	1000	1
1	22083241	1	挑战BOSS@241，绿水晶1	17010058	1	3000	1
1	22083241	1	挑战BOSS@241，绿水晶2	17010058	2	1000	0
1	22083241	1	挑战BOSS@241，绿水晶3	17010058	3	1000	0
1	22083241	1	挑战BOSS@241，绿水晶4	17010058	4	1000	0
2	22083241	2	挑战BOSS@241，蓝水晶1	17010059	1	3000	1
2	22083241	2	挑战BOSS@241，蓝水晶2	17010059	2	1000	0
2	22083241	2	挑战BOSS@241，蓝水晶3	17010059	3	1000	0
3	22083241	3	挑战BOSS@241，紫水晶1	17010060	1	2000	1
3	22083241	3	挑战BOSS@241，紫水晶2	17010060	2	1000	0
4	22083241	4	挑战BOSS@241，一品寒铁1	17010064	1	2000	1
4	22083241	4	挑战BOSS@241，二品寒铁1	17010065	1	3000	1
4	22083241	4	挑战BOSS@241，三品寒铁1	17010066	1	3000	1
4	22083241	4	挑战BOSS@241，四品寒铁1	17010067	1	2000	1
5	22083241	5	挑战BOSS@241，玄铁重甲1	17030643	1	100	1
6	22083241	6	挑战BOSS@241，玄铁重甲1	17030639	1	2000	0
6	22083241	6	挑战BOSS@241，玄铁重甲1	17030641	1	1000	1
1	22083242	1	挑战BOSS@242，绿水晶1	17010058	1	3000	1
1	22083242	1	挑战BOSS@242，绿水晶2	17010058	2	1000	0
1	22083242	1	挑战BOSS@242，绿水晶3	17010058	3	1000	0
1	22083242	1	挑战BOSS@242，绿水晶4	17010058	4	1000	0
2	22083242	2	挑战BOSS@242，蓝水晶1	17010059	1	3000	1
2	22083242	2	挑战BOSS@242，蓝水晶2	17010059	2	1000	0
2	22083242	2	挑战BOSS@242，蓝水晶3	17010059	3	1000	0
3	22083242	3	挑战BOSS@242，紫水晶1	17010060	1	2000	1
3	22083242	3	挑战BOSS@242，紫水晶2	17010060	2	1000	0
4	22083242	4	挑战BOSS@242，一品寒铁1	17010064	1	2000	1
4	22083242	4	挑战BOSS@242，二品寒铁1	17010065	1	3000	1
4	22083242	4	挑战BOSS@242，三品寒铁1	17010066	1	3000	1
4	22083242	4	挑战BOSS@242，四品寒铁1	17010067	1	2000	1
5	22083242	5	挑战BOSS@242，玄铁重甲1	17030643	1	100	1
6	22083242	6	挑战BOSS@242，玄铁重甲1	17030639	1	2000	0
6	22083242	6	挑战BOSS@242，玄铁重甲1	17030641	1	1000	1
1	22083243	1	挑战BOSS@243，绿水晶1	17010058	1	3000	1
1	22083243	1	挑战BOSS@243，绿水晶2	17010058	2	1000	0
1	22083243	1	挑战BOSS@243，绿水晶3	17010058	3	1000	0
1	22083243	1	挑战BOSS@243，绿水晶4	17010058	4	1000	0
2	22083243	2	挑战BOSS@243，蓝水晶1	17010059	1	3000	1
2	22083243	2	挑战BOSS@243，蓝水晶2	17010059	2	1000	0
2	22083243	2	挑战BOSS@243，蓝水晶3	17010059	3	1000	0
3	22083243	3	挑战BOSS@243，紫水晶1	17010060	1	2000	1
3	22083243	3	挑战BOSS@243，紫水晶2	17010060	2	1000	0
4	22083243	4	挑战BOSS@243，一品寒铁1	17010064	1	2000	1
4	22083243	4	挑战BOSS@243，二品寒铁1	17010065	1	3000	1
4	22083243	4	挑战BOSS@243，三品寒铁1	17010066	1	3000	1
4	22083243	4	挑战BOSS@243，四品寒铁1	17010067	1	2000	1
5	22083243	5	挑战BOSS@243，一品寒铁1	17010064	1	1000	1
5	22083243	5	挑战BOSS@243，二品寒铁1	17010065	1	1500	1
5	22083243	5	挑战BOSS@243，三品寒铁1	17010066	1	1500	1
5	22083243	5	挑战BOSS@243，四品寒铁1	17010067	1	1000	1
6	22083243	6	挑战BOSS@243，青阳道袍1	17030650	1	100	1
7	22083243	7	挑战BOSS@243，青阳道袍1	17030646	1	2000	0
7	22083243	7	挑战BOSS@243，青阳道袍1	17030648	1	1000	1
1	22083251	1	挑战BOSS@251，绿水晶1	17010058	1	3000	1
1	22083251	1	挑战BOSS@251，绿水晶2	17010058	2	1000	0
1	22083251	1	挑战BOSS@251，绿水晶3	17010058	3	1000	0
1	22083251	1	挑战BOSS@251，绿水晶4	17010058	4	1000	0
