#武将ID	名称	头像	兵种	等级	星级	品质	分类（其中type=1为近战，type=2为远程，type=3为谋士）	武将模型（无用）	物理攻击	物理防御	法术攻击	法术防御	生命	技能ID	初始怒气	怒气值上限	武将怒气增长方式（1=攻击增加怒气，2=被攻击增加怒气，3=攻击和被攻击都增加怒气）	每次怒气增加点数	战斗力	待机动画文件	攻击动画(无用)	被攻击动画	普通攻击	技能攻击
id	name	icon	race	level	star	color	type	model	phyatk	phydef	mgcatk	mgcdef	hp	skillid	initanger	angerpiont	angerincrease	angeraddnum	power	idleanimation	attackanimation	attackedanimation	commonattack	skillattack
24020286	诸葛瞻	imghead503.png	3	52	4	4	1	224	5780	946	0	967	65003	14020084	1	3	1	1	14193	maochao01_;9	0	maochao01ss_;9	29020010	29010010
24020287	车下虎士	imghead012.png	2	52	4	1	1	225	5255	946	0	967	43335	14020084	1	3	1	1	11501	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020288	禁卫军	imghead012.png	3	52	4	1	1	226	5255	946	0	967	43335	14020000	1	3	1	1	11501	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020289	骑射手	imghead012.png	6	52	4	1	2	227	7049	705	0	352	35092	14020015	1	3	1	1	11615	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020290	火计谋士	imghead012.png	7	52	4	1	3	228	0	397	5675	877	30924	14020018	1	3	1	1	10041	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24020291	雷计谋士	imghead012.png	8	52	4	1	3	229	0	397	5675	877	30924	14020027	1	3	1	1	10041	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24020292	医疗兵	imghead012.png	10	52	4	1	3	230	0	397	5675	877	30924	14020048	1	3	1	1	10041	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020293	关索	imghead073.png	3	53	4	4	1	231	6059	991	0	1014	82359	14020085	1	3	2	1	16299	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24020294	车下虎士	imghead012.png	2	53	4	1	1	232	5508	991	0	1014	45755	14020002	1	3	1	1	12088	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020295	黄巾力士	imghead012.png	1	53	4	1	1	233	5508	991	0	1014	45755	14020060	1	3	1	1	12088	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020296	连弩兵	imghead012.png	4	53	4	1	2	234	7334	733	0	367	37081	14020069	1	3	1	1	12142	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020297	弓骑兵	imghead012.png	6	53	4	1	2	235	7334	733	0	367	37081	14020084	1	3	1	1	12142	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020298	雷计谋士	imghead012.png	8	53	4	1	3	236	0	414	5914	911	32695	14020011	1	3	1	1	10508	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24020299	医疗兵	imghead012.png	10	53	4	1	3	237	0	414	5914	911	32695	14020046	1	3	1	1	10508	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020300	诸葛尚	imghead506.png	4	53	4	4	2	238	7334	733	0	367	55621	14020001	1	3	1	1	13996	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011006
24020301	车下虎士	imghead012.png	2	53	4	1	1	239	5508	991	0	1014	45755	14020076	1	3	1	1	12088	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020302	黄巾力士	imghead012.png	1	53	4	1	1	240	5508	991	0	1014	45755	14020059	1	3	1	1	12088	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020303	禁卫军	imghead012.png	3	53	4	1	1	241	5508	991	0	1014	45755	14020037	1	3	1	1	12088	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020304	骑射手	imghead012.png	6	53	4	1	2	242	7334	733	0	367	37081	14020066	1	3	1	1	12142	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020305	火计谋士	imghead012.png	7	53	4	1	3	243	0	414	5914	911	32695	14020009	1	3	1	1	10508	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24020306	水计谋士	imghead012.png	8	53	4	1	3	244	0	414	5914	911	32695	14020019	1	3	1	1	10508	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24020307	赵广	imghead508.png	3	54	4	4	1	245	5760	1037	0	1061	72332	14020081	1	3	1	1	15091	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24020308	车下虎士	imghead012.png	2	54	4	1	1	246	5760	1037	0	1061	48222	14020058	1	3	2	1	12680	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020309	禁卫军	imghead012.png	3	54	4	1	1	247	5760	1037	0	1061	48222	14020082	1	3	1	1	12680	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020310	连弩兵	imghead012.png	4	54	4	1	2	248	7613	761	0	381	39109	14020052	1	3	1	1	12665	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020311	骑射手	imghead012.png	6	54	4	1	2	249	7613	761	0	381	39109	14020082	1	3	1	1	12665	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020312	雷计谋士	imghead012.png	8	54	4	1	3	250	0	430	6148	944	34503	14020041	1	3	1	1	10972	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020313	水计谋士	imghead012.png	8	54	4	1	3	251	0	430	6148	944	34503	14020055	1	3	1	1	10972	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020314	关统	imghead509.png	2	54	4	4	1	252	5760	1037	0	1061	72332	14020003	1	3	1	1	15091	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24020315	车下虎士	imghead012.png	2	54	4	1	1	253	5760	1037	0	1061	48222	14020079	1	3	1	1	12680	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020316	禁卫军	imghead012.png	3	54	4	1	1	254	5760	1037	0	1061	48222	14020082	1	3	1	1	12680	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020317	骑射手	imghead012.png	6	54	4	1	2	255	7613	761	0	381	39109	14020050	1	3	1	1	12665	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020318	火计谋士	imghead012.png	7	54	4	1	3	256	0	430	6148	944	34503	14020059	1	3	1	1	10972	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040103
24020319	水计谋士	imghead012.png	8	54	4	1	3	257	0	430	6148	944	34503	14020090	1	3	1	1	10972	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020320	医疗兵	imghead012.png	10	54	4	1	3	258	0	430	6148	944	34503	14020046	1	3	1	1	10972	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020321	张遵	imghead501.png	7	55	4	4	3	259	0	446	6378	976	54519	14020018	1	3	1	1	13251	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24020322	车下虎士	imghead012.png	2	55	4	1	1	260	6011	1082	0	1107	50736	14020005	1	3	1	1	13273	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020323	黄巾力士	imghead012.png	1	55	4	1	1	261	6011	1082	0	1107	50736	14020000	1	3	1	1	13273	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020324	连弩兵	imghead012.png	4	55	4	1	2	262	7887	789	0	394	41178	14020037	1	3	1	1	13187	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020325	弓骑兵	imghead012.png	6	55	4	1	2	263	7887	789	0	394	41178	14020077	1	3	1	1	13187	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24020326	水计谋士	imghead012.png	8	55	4	1	3	264	0	446	6378	976	36346	14020016	1	3	1	1	11434	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24020327	医疗兵	imghead012.png	10	55	4	1	3	265	0	446	6378	976	36346	14020046	1	3	1	1	11434	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020328	胡济	imghead502.png	6	56	4	4	2	266	8972	816	0	408	64931	14020001	1	3	1	1	16689	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24020329	车下虎士	imghead012.png	2	56	4	1	1	267	6261	1127	0	1152	53297	14020050	1	3	2	1	13869	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020330	黄巾力士	imghead012.png	1	56	4	1	1	268	6261	1127	0	1152	53297	14020077	1	3	1	1	13869	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020331	禁卫军	imghead012.png	3	56	4	1	1	269	6261	1127	0	1152	53297	14020028	1	3	1	1	13869	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020332	连弩兵	imghead012.png	4	56	4	1	2	270	8156	816	0	408	43287	14020029	1	3	1	1	13708	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020333	雷计谋士	imghead012.png	8	56	4	1	3	271	0	462	6605	1007	38226	14020024	1	3	1	1	11896	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24020334	医疗兵	imghead012.png	10	56	4	1	3	272	0	462	6605	1007	38226	14020046	1	3	1	1	11896	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020335	胡班	imghead510.png	6	56	4	4	2	273	8972	816	0	408	77917	14020021	1	3	1	1	17987	sunjian01_;9	0	sunjian01ss_;9	29020014	29011021
24020336	车下虎士	imghead012.png	2	56	4	1	1	274	6261	1127	0	1152	53297	14020050	1	3	2	1	13869	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020337	黄巾力士	imghead012.png	1	56	4	1	1	275	6261	1127	0	1152	53297	14020061	1	3	1	1	13869	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020338	禁卫军	imghead012.png	3	56	4	1	1	276	6261	1127	0	1152	53297	14020003	1	3	1	1	13869	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020339	骑射手	imghead012.png	6	56	4	1	2	277	8156	816	0	408	43287	14020015	1	3	1	1	13708	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020340	弓骑兵	imghead012.png	6	56	4	1	2	278	8156	816	0	408	43287	14020001	1	3	1	1	13708	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020341	医疗兵	imghead012.png	10	56	4	1	3	279	0	462	6605	1007	38226	14020044	1	3	1	1	11896	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020342	刘谌	imghead510.png	2	57	4	4	1	280	6509	1172	0	1196	83859	14020077	1	3	1	1	17262	liubei01_;9	0	liubei01ss_;9	29020008	29011041
24020343	车下虎士	imghead012.png	2	57	4	1	1	281	6509	1172	0	1196	55906	14020037	1	3	1	1	14467	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020344	禁卫军	imghead012.png	3	57	4	1	1	282	6509	1172	0	1196	55906	14020013	1	3	1	1	14467	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020345	连弩兵	imghead012.png	4	57	4	1	2	283	8420	842	0	421	45437	14020003	1	3	1	1	14226	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020346	骑射手	imghead012.png	6	57	4	1	2	284	8420	842	0	421	45437	14020012	1	3	1	1	14226	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020347	火计谋士	imghead012.png	7	57	4	1	3	285	0	478	6828	1037	40142	14020092	1	3	1	1	12357	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24020348	水计谋士	imghead012.png	8	57	4	1	3	286	0	478	6828	1037	40142	14020072	1	3	1	1	12357	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24020349	孙乾	imghead066.png	7	57	4	4	3	287	0	478	6828	1037	60214	14020054	1	3	1	1	14364	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24020350	黄巾力士	imghead012.png	1	57	4	1	1	288	6509	1172	0	1196	55906	14020014	1	3	1	1	14467	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020351	禁卫军	imghead012.png	3	57	4	1	1	289	6509	1172	0	1196	55906	14020050	1	3	1	1	14467	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020352	骑射手	imghead012.png	6	57	4	1	2	290	8420	842	0	421	45437	14020081	1	3	1	1	14226	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020353	雷计谋士	imghead012.png	8	57	4	1	3	291	0	478	6828	1037	40142	14020063	1	3	1	1	12357	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020354	水计谋士	imghead012.png	8	57	4	1	3	292	0	478	6828	1037	40142	14020006	1	3	1	1	12357	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020355	医疗兵	imghead012.png	10	57	4	1	3	293	0	478	6828	1037	40142	14020045	1	3	1	1	12357	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020356	诸葛均	imghead506.png	7	58	4	4	3	294	0	493	7046	1065	63143	14020085	1	3	1	1	14918	guojia01_;9	0	guojia01ss_;9	29020006	29011039
24020357	黄巾力士	imghead012.png	1	58	4	1	1	295	6757	1216	0	1240	58562	14020079	1	3	2	1	15069	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020358	禁卫军	imghead012.png	3	58	4	1	1	296	6757	1216	0	1240	58562	14020031	1	3	1	1	15069	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020359	连弩兵	imghead012.png	4	58	4	1	2	297	8679	868	0	434	47627	14020020	1	3	1	1	14743	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020360	弓骑兵	imghead012.png	6	58	4	1	2	298	8679	868	0	434	47627	14020020	1	3	1	1	14743	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020361	雷计谋士	imghead012.png	8	58	4	1	3	299	0	493	7046	1065	42095	14020071	1	3	1	1	12813	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020362	医疗兵	imghead012.png	10	58	4	1	3	300	0	493	7046	1065	42095	14020048	1	3	1	1	12813	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020363	费祎	imghead503.png	7	58	4	4	3	301	0	493	7046	1065	63143	14020063	1	3	1	1	14918	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24020364	车下虎士	imghead012.png	2	58	4	1	1	302	6757	1216	0	1240	58562	14020078	1	3	1	1	15069	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020365	禁卫军	imghead012.png	3	58	4	1	1	303	6757	1216	0	1240	58562	14020023	1	3	1	1	15069	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020366	骑射手	imghead012.png	6	58	4	1	2	304	8679	868	0	434	47627	14020015	1	3	1	1	14743	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020367	弓骑兵	imghead012.png	6	58	4	1	2	305	8679	868	0	434	47627	14020061	1	3	1	1	14743	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020368	火计谋士	imghead012.png	7	58	4	1	3	306	0	493	7046	1065	42095	14020040	1	3	1	1	12813	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020369	医疗兵	imghead012.png	10	58	4	1	3	307	0	493	7046	1065	42095	14020048	1	3	1	1	12813	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020370	马良	imghead092.png	7	59	4	4	3	308	0	508	7262	1093	66126	14020016	1	3	1	1	15475	guojia01_;9	0	guojia01ss_;9	29020006	29011039
24020371	车下虎士	imghead012.png	2	59	4	1	1	309	7003	1261	0	1283	61266	14020002	1	3	1	1	15673	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020372	黄巾力士	imghead012.png	1	59	4	1	1	310	7003	1261	0	1283	61266	14020082	1	3	1	1	15673	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020373	禁卫军	imghead012.png	3	59	4	1	1	311	7003	1261	0	1283	61266	14020060	1	3	2	1	15673	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020374	骑射手	imghead012.png	6	59	4	1	2	312	8933	893	0	447	49858	14020001	1	3	1	1	15258	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020375	火计谋士	imghead012.png	7	59	4	1	3	313	0	508	7262	1093	44084	14020071	1	3	1	1	13271	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020376	水计谋士	imghead012.png	8	59	4	1	3	314	0	508	7262	1093	44084	14020032	1	3	1	1	13271	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020377	糜竺	imghead504.png	8	59	4	4	3	315	0	508	7262	1093	79352	14020081	1	3	1	1	16798	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24020378	车下虎士	imghead012.png	2	59	4	1	1	316	7003	1261	0	1283	61266	14020076	1	3	1	1	15673	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020379	黄巾力士	imghead012.png	1	59	4	1	1	317	7003	1261	0	1283	61266	14020013	1	3	1	1	15673	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020380	连弩兵	imghead012.png	4	59	4	1	2	318	8933	893	0	447	49858	14020030	1	3	1	1	15258	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020381	弓骑兵	imghead012.png	6	59	4	1	2	319	8933	893	0	447	49858	14020050	1	3	1	1	15258	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020382	雷计谋士	imghead012.png	8	59	4	1	3	320	0	508	7262	1093	44084	14020006	1	3	1	1	13271	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020383	医疗兵	imghead012.png	10	59	4	1	3	321	0	508	7262	1093	44084	14020046	1	3	1	1	13271	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020384	赵昱	imghead502.png	2	60	4	4	1	322	7248	1305	0	1325	96025	14020076	1	3	1	1	19480	liubei01_;9	0	liubei01ss_;9	29020008	29011041
24020385	丹阳兵	imghead012.png	1	60	4	1	1	323	7248	1305	0	1325	64017	14020083	1	3	1	1	16279	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020386	西凉铁骑	imghead012.png	3	60	4	1	1	324	7248	1305	0	1325	64017	14020050	1	3	1	1	16279	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020387	元戎射手	imghead012.png	5	60	4	1	2	325	9183	918	0	459	52129	14020002	1	3	1	1	15772	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020388	火计谋士	imghead012.png	7	60	4	1	3	326	0	523	7474	1120	46110	14020075	1	3	1	1	13728	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020389	雷计谋士	imghead012.png	8	60	4	1	3	327	0	523	7474	1120	46110	14020042	1	3	1	1	13728	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020390	水计谋士	imghead012.png	8	60	4	1	3	328	0	523	7474	1120	46110	14020075	1	3	1	1	13728	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020391	医疗兵	imghead012.png	10	60	4	1	3	329	0	523	7474	1120	46110	14020048	1	3	1	1	13728	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020392	孙坚	imghead033.png	6	61	4	4	2	330	9418	942	0	471	81443	14020078	1	3	1	1	18975	sunjian01_;9	0	sunjian01ss_;9	29020014	29011023
24020393	丹阳兵	imghead012.png	1	61	4	1	1	331	7484	1347	0	1365	66633	14020050	1	3	1	1	16859	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020394	车下虎士	imghead012.png	2	61	4	1	1	332	7484	1347	0	1365	66633	14020002	1	3	1	1	16859	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020395	元戎射手	imghead012.png	5	61	4	1	2	333	9418	942	0	471	54295	14020037	1	3	1	1	16260	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020396	弓骑兵	imghead012.png	6	61	4	1	2	334	9418	942	0	471	54295	14020059	1	3	1	1	16260	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24020397	火计谋士	imghead012.png	7	61	4	1	3	335	0	537	7674	1144	48046	14020075	1	3	1	1	14159	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020398	水计谋士	imghead012.png	8	61	4	1	3	336	0	537	7674	1144	48046	14020071	1	3	1	1	14159	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020399	医疗兵	imghead012.png	10	61	4	1	3	337	0	537	7674	1144	48046	14020048	1	3	1	1	14159	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020400	张嶷	imghead503.png	3	61	4	4	1	338	7484	1347	0	1365	99949	14020036	1	3	1	1	20190	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24020401	丹阳兵	imghead012.png	1	61	4	1	1	339	7484	1347	0	1365	66633	14020081	1	3	1	1	16859	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020402	西凉铁骑	imghead012.png	3	61	4	1	1	340	7484	1347	0	1365	66633	14020013	1	3	2	1	16859	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020403	元戎射手	imghead012.png	5	61	4	1	2	341	9418	942	0	471	54295	14020062	1	3	1	1	16260	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020404	羽林卫	imghead012.png	6	61	4	1	2	342	9418	942	0	471	54295	14020069	1	3	1	1	16260	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020405	火计谋士	imghead012.png	7	61	4	1	3	343	0	537	7674	1144	48046	14020034	1	3	1	1	14159	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020406	雷计谋士	imghead012.png	8	61	4	1	3	344	0	537	7674	1144	48046	14020009	1	3	1	1	14159	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020407	水计谋士	imghead012.png	8	61	4	1	3	345	0	537	7674	1144	48046	14020053	1	3	1	1	14159	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24020408	张松	imghead510.png	8	62	4	4	3	346	0	551	7872	1166	75024	14020091	1	3	1	1	17091	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24020409	丹阳兵	imghead012.png	1	62	4	1	1	347	7719	1389	0	1404	69293	14020069	1	3	1	1	17441	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020410	车下虎士	imghead012.png	2	62	4	1	1	348	7719	1389	0	1404	69293	14020049	1	3	1	1	17441	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020411	西凉铁骑	imghead012.png	3	62	4	1	1	349	7719	1389	0	1404	69293	14020015	1	3	1	1	17441	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020412	元戎射手	imghead012.png	5	62	4	1	2	350	9649	965	0	482	56499	14020000	1	3	1	1	16745	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020413	火计谋士	imghead012.png	7	62	4	1	3	351	0	551	7872	1166	50016	14020064	1	3	1	1	14590	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24020414	水计谋士	imghead012.png	8	62	4	1	3	352	0	551	7872	1166	50016	14020063	1	3	1	1	14590	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24020415	医疗兵	imghead012.png	10	62	4	1	3	353	0	551	7872	1166	50016	14020046	1	3	1	1	14590	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020416	吴懿	imghead510.png	2	62	4	4	1	354	8491	1389	0	1404	103939	14020013	1	3	1	1	21677	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24020417	丹阳兵	imghead012.png	1	62	4	1	1	355	7719	1389	0	1404	69293	14020037	1	3	1	1	17441	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020418	车下虎士	imghead012.png	2	62	4	1	1	356	7719	1389	0	1404	69293	14020036	1	3	2	1	17441	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020419	元戎射手	imghead012.png	5	62	4	1	2	357	9649	965	0	482	56499	14020079	1	3	1	1	16745	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020420	羽林卫	imghead012.png	6	62	4	1	2	358	9649	965	0	482	56499	14020069	1	3	1	1	16745	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020421	弓骑兵	imghead012.png	6	62	4	1	2	359	9649	965	0	482	56499	14020003	1	3	1	1	16745	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020422	雷计谋士	imghead012.png	8	62	4	1	3	360	0	551	7872	1166	50016	14020074	1	3	1	1	14590	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24020423	医疗兵	imghead012.png	10	62	4	1	3	361	0	551	7872	1166	50016	14020045	1	3	1	1	14590	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020424	王平	imghead138.png	6	63	4	4	2	362	10864	988	0	494	105731	14020084	1	3	1	1	22919	sunjian01_;9	0	sunjian01ss_;9	29020014	29011019
24020425	丹阳兵	imghead012.png	1	63	4	1	1	363	7953	1431	0	1442	71996	14020061	1	3	1	1	18025	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020426	车下虎士	imghead012.png	2	63	4	1	1	364	7953	1431	0	1442	71996	14020058	1	3	1	1	18025	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020427	西凉铁骑	imghead012.png	3	63	4	1	1	365	7953	1431	0	1442	71996	14020077	1	3	1	1	18025	qibing01_;11	0	qibing01ss_;13	29030006	29040106
24020428	羽林卫	imghead012.png	6	63	4	1	2	366	9876	988	0	494	58739	14020020	1	3	1	1	17231	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020429	弓骑兵	imghead012.png	6	63	4	1	2	367	9876	988	0	494	58739	14020068	1	3	1	1	17231	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020430	火计谋士	imghead012.png	7	63	4	1	3	368	0	565	8066	1188	52019	14020077	1	3	1	1	15020	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24020431	水计谋士	imghead012.png	8	63	4	1	3	369	0	565	8066	1188	52019	14020024	1	3	1	1	15020	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020432	严颜	imghead002.png	4	63	4	4	2	370	9876	988	0	494	88109	14020020	1	3	1	1	20168	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011006
24020433	丹阳兵	imghead012.png	1	63	4	1	1	371	7953	1431	0	1442	71996	14020039	1	3	2	1	18025	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020434	车下虎士	imghead012.png	2	63	4	1	1	372	7953	1431	0	1442	71996	14020003	1	3	1	1	18025	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020435	羽林卫	imghead012.png	6	63	4	1	2	373	9876	988	0	494	58739	14020051	1	3	1	1	17231	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020436	弓骑兵	imghead012.png	6	63	4	1	2	374	9876	988	0	494	58739	14020062	1	3	1	1	17231	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020437	雷计谋士	imghead012.png	8	63	4	1	3	375	0	565	8066	1188	52019	14020074	1	3	1	1	15020	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24020438	水计谋士	imghead012.png	8	63	4	1	3	376	0	565	8066	1188	52019	14020074	1	3	1	1	15020	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020439	医疗兵	imghead012.png	10	63	4	1	3	377	0	565	8066	1188	52019	14020046	1	3	1	1	15020	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24020440	梁绪	imghead508.png	6	64	4	4	2	378	10099	1010	0	505	91526	14020082	1	3	1	1	20766	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24020441	丹阳兵	imghead012.png	1	64	4	1	1	379	8185	1473	0	1480	74743	14020078	1	3	1	1	18612	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020442	车下虎士	imghead012.png	2	64	4	1	1	380	8185	1473	0	1480	74743	14020085	1	3	1	1	18612	bubing01_;11	0	bubing01ss_;13	29030001	29040001
