#ID	半身像头像	后宫出现特效	显示文本	选项1文本	选项1行为	选项2文本	选项2行为
id	img	girlAnime	dialog	optionA	cmdA	optionB	cmdB
33050335	luren2.png		老道这有一本旷世绝学，看少侠骨骼，非常适合修炼此秘籍！	武学秘籍？	文本跳转;33050332		
33050401	luren1.png		公子……公子，请留步，有位姑娘传话给你！喂，喂，别走啊！	叫我？	文本跳转;33050402	认错人了吧，不管他	文本跳转;33050432
33050402	luren1.png		对对，公子就是你，老妇也是是帮人传个话，一位姑娘叫你去城外十里坡，至于去不去老妇就不管了！	我去看看，倒要看看哪位姑娘约我呢	文本跳转;33050403	这无事叫出去，肯定有祸事，不去不去	文本跳转;33050428
33050403	koubaimenmm.png	1	公子是信人呢，小女子有点困难，希望公子能出手相助！	原来是女侠啊，找我何事？	文本跳转;33050404		
33050404	luren7.png		少废话，还是我来说吧，我抓了他父母，勒索他钱财，他说哥们你阔绰，就找你来帮他给赎金！	我靠，这么霸气	文本跳转;33050405		
33050405	koubaimenmm.png	1	公子……公子，小女子是求助无门才会想到公子，公子要能帮助小女子家人，小女子以后……	能花钱解决的事儿都不是事儿	文本跳转;33050406	以后怎么？怎么说话说一半呢？	文本跳转;33050427
33050406	luren7.png		果然是阔气少爷，这点钱想要赎人，是不是……恩，少了点呢？	小流氓，别过分了哈	文本跳转;33050407		
33050407	luren7.png		哟呵，跟爷叫板上了是不？想要赎人，少一分钱都面谈，还要叫我爷，不然，这小妞……嘿嘿	要钱都好说，别伤姑娘和她家人	文本跳转;33050408	怎的？拿了钱还不放人？	文本跳转;33050426
33050408	luren7.png		别TM废话，叫声爷来听听，顺便把钱拿上来，别让兄弟几个亲自来取哦？	爷，钱给您	文本跳转;33050409	少吓唬大爷我	文本跳转;33050417
33050409	luren7.png		这才乖嘛，别和爷较劲，你没那本事就别装大尾巴狼，小妞，回家你就能看到你父母了，兄弟们，闪！	女侠，你没事吧？	文本跳转;33050410		
33050410	koubaimenmm.png	1	呜呜呜，吓死本女侠了，要不是他们抓住我父母，看姑奶奶不揍死他们，哼！	看来女侠精神还不错啊	文本跳转;33050411		
33050411	koubaimenmm.png	1	臭书生，今天多谢你了，这钱本女侠会还你的，我就知道书生你是不会不管本女侠的，哦呵呵，魅力无限啊！	别说钱了，钱不钱的伤感情	文本跳转;33050412	女侠，之前你说的以后怎么呢？	文本跳转;33050414
33050412	koubaimenmm.png	1	书生，你说的哦，钱不钱的伤感情，以后可别以这个要挟本女侠哦，小心我揍你！	啊？我只是客气一下啊	文本跳转;33050413		
33050413	koubaimenmm.png	1	本女侠当真了，怎么滴吧？好了，好了，不和你说了，我回去看我父母了，没你什么事了，我会来找你的，再见！	啊，这算什么事啊？			
33050414	koubaimenmm.png	1	好吧，好吧，我做你贴身侍婢一年时间吧，免得别人闲言闲语！	这是真的？	文本跳转;33050415		
33050415	koubaimenmm.png	1	但是说明下，第一我不铺床叠被，第二我不端茶倒水，第三不准动手动脚，第四你可要管吃管喝管住！	那……那你能干什么？	文本跳转;33050416		
33050416	koubaimenmm.png	1	给你一年时间和本女侠朝夕相处培养感情，这还不满意？那本女侠可不伺候了哦？	啊？好好好，有美陪伴也是好事，哈哈	获得好感;13010005		
33050417	luren7.png		咋的？练练，臭小子，别说哥们欺负人，给你单挑的机会，兄弟们上！	不是说单挑么？	文本跳转;33050418		
33050418	luren7.png		单挑——你一个人挑我们一群，傻冒！	好汉不吃眼前亏，大哥，我给钱	文本跳转;33050419	看大爷怎么修理你们这些败类	文本跳转;33050420
33050419	luren7.png		现在给钱也不行，让兄弟几个过下手瘾，嘿嘿嘿，走咯走咯，小妞，回家就能见到你父母了！	哎哟，哎哟，真疼	文本跳转;33050410		
33050420	luren7.png		兄弟们上，打死打伤算我的，别客气！哎哟，哎哟，大哥，大爷，祖宗，别打了，小的服了，别打了！	这就服了？小爷才热身呢	文本跳转;33050421		
33050421	luren7.png		祖宗，小的没抓这位姑娘的父母，是小的吓唬她的，您就高抬贵手放了小的们吧！	女侠？	文本跳转;33050422		
33050422	koubaimenmm.png	1	你们居然骗姑奶奶我？看我不揍死你们！赶紧过来让姑奶奶揍，不然打断腿！	女侠，还是回去看看你父母吧	文本跳转;33050423	女侠别太暴力	文本跳转;33050424
33050423	koubaimenmm.png	1	臭流氓，赶紧滚，这次多亏书生你了，看不出来哇， 身手不错哦！感谢啦！	难道就一句感谢完事啊？	文本跳转;33050414		
33050424	koubaimenmm.png	1	他们这群是非暴力，不合作的家伙，不打他们不会老实，要不是他们要挟我，哼，看我怎么收拾他们！	好了好了，知道女侠勇武	文本跳转;33050425		
33050425	koubaimenmm.png	1	臭书生，这次算欠你的，钱以后会还你，别拿这事来纠缠本女侠，走了，没事别找我，对了，有事也别找我！走了	这什么世道，没天理啊			
33050426	luren7.png		放人？嘿嘿，放屁还差不多，你能拿大爷我怎么样？少废话，给不给钱！不给钱就别管闲事	这闲事我管定了	文本跳转;33050417		
33050427	luren7.png		哪来那么多废话，叫你来不是叫你来聊天的，钱呢？	要钱好说，别为难姑娘	文本跳转;33050406	赶紧放人，不然不客气了 	文本跳转;33050426
33050428	luren1.png		我还看见有几个流氓样子的人在哦，我也不知道什么事，那如花似玉的姑娘……说不定会有什么事哦？	那姑娘漂亮不？	文本跳转;33050429	啊？还有小流氓？那更不能去了	文本跳转;33050430
33050429	luren1.png		老妇觉着沉鱼落雁，闭月羞花什么的差不多吧！	那我马上去，美女，等着我！	文本跳转;33050403		
33050430	luren1.png		看来那位姑娘是凶多吉少了，真是所托非人哦，这公子相貌堂堂却生的如此懦弱！	怎么说话的？谁懦弱了，去就去	文本跳转;33050431		
33050431	koubaimenmm.png	1	公子……公子，他们绑架了我父母，要我拿赎金，小女子无依无靠，只能求助于公子了，呜呜呜	女侠别哭别哭，一切有我	文本跳转;33050427		
33050432	luren1.png		没认错，就是找你的，公子，耶，别走啊，真的有人找你！	那位姑娘找我何事？	文本跳转;33050428		
33060101	luren1.png		公子，这边来看看呢？我们这的姑娘都是貌美如花的哦！	进去看看	文本跳转;33060102		
33060102	luren1.png		公子，有相中的姑娘没？我们这的姑娘都是国色天香的哦！	第一次来	文本跳转;33060103	有，叫妲己来吧	文本跳转;33060116
33060103	luren1.png		公子，我们这里最有名的美女叫妲己，只不过这……	小生明白	文本跳转;33060104	只不过什么？	文本跳转;33060115
33060104	luren1.png		哟嚯嚯，谢谢公子，马上给您叫妲己来，您请稍等！	……	文本跳转;33060105		
33060105	bianyujingmm.png	1	公子，您来啦，好俊俏的书生呢！让奴家陪公子把酒言欢如何？	好好好，上酒	文本跳转;33060106	酒后乱性哦，呵呵	文本跳转;33060112
33060106	bianyujingmm.png	1	这是上好的女儿红，公子，奴家为你满上，一杯接一杯，神仙难敌逍遥醉！	来来来，姑娘一起喝	文本跳转;33060107		
33060107	bianyujingmm.png	1	奴家敬公子，公子您有点醉了哦，您这手放哪了呢？要不奴家给公子上碗醒酒汤？	好好好，钱不是问题	文本跳转;33060108	公子我正清醒着呢，来让公子摸摸	文本跳转;33060110
33060108	bianyujingmm.png	1	公子，公子，您醒醒，怎去拿个醒酒汤公子就醉倒了？	呼呼……	文本跳转;33060109		
33060109	bianyujingmm.png	1	这公子生的如此俊俏又阔绰，嘿嘿，这眉清目秀的样子简直是我见尤怜！就让公子在此休息会吧！	呼呼……	获得好感;13010006		
33060110	bianyujingmm.png	1	公子，公子，您这手别……别乱摸啊，奴家可要生气了！	来……亲……亲一个	文本跳转;33060111		
33060111	bianyujingmm.png	1	来人啦，哪家流氓敢来姑奶奶这发酒疯，给我拖出去往死里打，占老娘便宜，哼！	亲……嗝儿……			
33060112	bianyujingmm.png	1	难道公子怕奴家在酒里下药么？公子就如此的胆小呢？	公子我怕？上酒	文本跳转;33060106	姑娘这难道是酒坊么？必须要买酒么？	文本跳转;33060114
33060113	bianyujingmm.png	1	好吧，公子不喝酒奴家也不勉强，恩……公子，公子，您手往哪摸呢？	来嘛，摸摸，难道还要立贞洁牌坊么？	文本跳转;33060114		
33060114	bianyujingmm.png	1	公子这是说的什么话，奴家是卖艺不卖身，公子想要，奴家去给你叫其他姐妹，公子你慢慢开心！	啊？这算什么回事儿？			
33060115	luren1.png		公子，这里的规矩是先钱再找姑娘的，您看……	快去叫人	文本跳转;33060105	还怕公子我付不起钱？	文本跳转;33060117
33060116	luren1.png		公子，这妲己现在不方便，您看……	怎么不方便了？	文本跳转;33060115		
33060117	luren1.png		公子，这规矩可是老板定下来的，老奴可做不了主啊，公子，您……	好了好了，快去叫人	文本跳转;33060105	今天我就要先见了姑娘再给钱	文本跳转;33060118
33060118	luren1.png		小伙子，这可不是你能来撒野的地方，莫非想在此上演一趟全武行？	公子我还就想试试	文本跳转;33060119		
33060119	luren4.png		哎哟哎哟，妈妈，这小哥武艺高强，哎哟，腿断了！	哈哈哈，公子我今天高兴，拿着，医药费	文本跳转;33060120	哼哼哼，狗眼看人低	文本跳转;33060121
33060120	luren4.png		公子，这身手还真是不错，但您是来找姑娘，还是来打人的？	好了好了，叫妲己去	文本跳转;33060105	打人有怎的？	文本跳转;33060121
33060121	bianyujingmm.png	1	好了好了，奴家请公子上楼一叙，妈妈不用担心，公子也别生气了！	有美相约，怎敢不从	文本跳转;33060106		
33060201	luren1.png		公子又来找妲己了呢？妲己正在沐浴更衣，请公子稍等！	好的	文本跳转;33060202		
33060202	luren1.png		来人啦，给公子上茶！！	好茶	文本跳转;33060203		
33060203	luren6.png		公子请慢用，妲己姑娘稍后就来。	给，公子今天高兴	文本跳转;33060204	还要等多久？	文本跳转;33060226
33060204	bianyujingmm.png	1	妲己来晚了，让公子久等，不好意思呢？公子今天何事如此高兴？	来见姑娘当然高兴了	文本跳转;33060205		
33060205	bianyujingmm.png	1	公子好会说笑呢！公子这次还要喝酒么？上次……嘻嘻	喝，高兴怎能没酒？	文本跳转;33060206	今儿就不喝了吧？	文本跳转;33060219
33060206	bianyujingmm.png	1	公子好兴致，妲己自当奉陪，只是妈妈不允许妲己喝太多酒，等会还有其他客人呢！	那公子我个人喝，有妲己陪着也是一样	文本跳转;33060207	怕什么呢？独饮多没味道	文本跳转;33060215
33060207	bianyujingmm.png	1	多谢公子通情达理，妲己敬公子一杯。	来来来，喝喝喝	文本跳转;33060208		
33060208	bianyujingmm.png	1	公子海量，慢慢饮吧，妲己怕公子又醉倒了，妲己的舞公子又看不到了，岂不可惜？	早就听说姑娘舞艺超群，好好好	文本跳转;33060209		
33060209	bianyujingmm.png	1	那妲己就为公子舞上一段？嘻嘻，妲己还很少专门为人独舞的呢？	看的小生都醉了，该赏	文本跳转;33060210	此舞只应天上有，人间难道几回看	文本跳转;33060213
33060210	bianyujingmm.png	1	谢公子，妲己一介风尘女子，多谢公子抬爱，妲己再敬公子一杯。	姑娘是人美舞更美，来，喝酒	文本跳转;33060211		
33060211	bianyujingmm.png	1	公子就别夸妲己了，妲己可要脸红的呢？嘻嘻，公子您脸红了，又醉了？	来，继续喝，今天公子就不走了！	文本跳转;33060212		
33060212	bianyujingmm.png	1	妲己可是卖艺不卖身的，请公子见谅！奴家看公子确实醉了，公子还是早些回去休息吧！	妲己姑娘，下……下次……能留宿否？哈哈哈	获得好感;13010006		
33060213	bianyujingmm.png	1	妲己只舞给懂妲己的人看，公子看您也喝了不少了，要不叫人送公子回家？	这里不能留宿么？那公子下次来再来！	文本跳转;33060212	回什么家？妲己，来抱抱！	文本跳转;33060214
33060214	bianyujingmm.png	1	公子，您是又犯酒劲了呢？奴家这闺房就让与公子休息了，妲己失陪了，公子好好休息！	妲己，妲己，别走！			
33060215	bianyujingmm.png	1	好好好，那奴家挨骂也陪公子喝几杯，公子可满意了？	妲己真善解人意啊，来，喝	文本跳转;33060216		
33060216	bianyujingmm.png	1	妲己只能喝三杯，喝多了妲己会醉的，公子可不会想着把妲己灌醉吧？	公子岂是那种宵小之人？妲己姑娘多虑了	文本跳转;33060217		
33060217	bianyujingmm.png	1	知道公子是儒雅之人，妲己愿为公子舞上一段，助公子酒兴！	好，姑娘舞艺艳绝天下，该赏	文本跳转;33060213	来来来，妲己，我们一起舞	文本跳转;33060218
33060218	bianyujingmm.png	1	公子，跳舞不是您这样的？哎呀，公子您手放哪去了呢？别……别……公子别乱摸啊！	别跑，妲己，亲……亲！	文本跳转;33060214		
33060219	bianyujingmm.png	1	公子难道怕回去被你家娘子查岗么？呵呵，莫非公子囊中羞涩？	罢了，上酒，与姑娘不醉不归！	文本跳转;33060215	姑娘有所不知，唉！	文本跳转;33060220
33060220	bianyujingmm.png	1	公子有何难言之隐？可与妲己说说，妲己是公子醉忠实的听众哦！	罢了，还是上酒吧，一醉解千愁	文本跳转;33060215	家中娇妻猛如虎，仕途不平多坎坷！	文本跳转;33060221
33060221	bianyujingmm.png	1	公子不必叹气，凡事总有解决之道，相信以公子的才学，日后必定大展宏图，家中自然也就和睦了！	借姑娘吉言，但愿如此	文本跳转;33060222	难难难，世间怎有那么多称心如意	文本跳转;33060224
33060222	bianyujingmm.png	1	公子才学无双，相信公子一定行的，加油哦，到时公子功成名就了，可别忘了妲己哦！	怎敢忘了妲己姑娘，哈哈	文本跳转;33060223;获得好感;13010006		
33060223	bianyujingmm.png	1	公子开心就好，妲己总相信，船到桥头自然直，奴家有点不服输了，公子，要不下次再来？	姑娘可要多保重身体，小生告辞了			
33060224	bianyujingmm.png	1	连公子自己都不相信不努力，那又怎能摆脱如今的困境，妲己一介风尘女子都会有理想和期望！	……	文本跳转;33060225		
33060225	bianyujingmm.png	1	公子一介七尺男儿，却连摆脱困境的想法都没有，妲己倦了，公子请回吧！	这……妲己姑娘教训的是，小生受教了			
33060226	bianyujingmm.png	1	妲己来晚一会，公子就不高兴了？奴家还专程沐浴更衣等着公子呢？	小生这厢给姑娘赔礼了！	文本跳转;33060205		
33060301	bianyujingmm.png	1	今日天气不错，姐妹们，我们出去逛逛去，整日闷在屋中也是难受！走走走，一起去！	前面那位姑娘，请等等……	文本跳转;33060302		
33060302	luren5.png		公子请留步，我几天没吃饭了，请公子施舍点吧？公子就行行好呢！	拿着赶紧走，公子还忙着呢	文本跳转;33060303	滚滚滚，再不滚公子我可不客气了	文本跳转;33060327
33060303	luren5.png		谢公子，公子好人一生平安！	前面那位姑娘，等等呢	文本跳转;33060304		
33060304	bianyujingmm.png	1	公子你叫我？耶，这不是昨天那位公子么？叫住妲己何事呢？	看到姑娘当然上前打个招呼咯	文本跳转;33060305		
33060305	luren5.png		姑娘，行行好吧，小乞丐几天没吃饭了，施舍一点吧！	走走走，不是刚给你了？	文本跳转;33060306	滚，别弄脏了姑娘的衣裙，别让我揍你！	文本跳转;33060318
33060306	bianyujingmm.png	1	这小乞丐也是可怜之人，要不……？	好好好，满意了吧，赶紧走人	文本跳转;33060307	这种小人不能让他得寸进尺	文本跳转;33060316
33060307	luren5.png		公子小姐真是好人啊，小乞丐定每日与菩萨祈祷二位一生平安！	行了行了，走吧	文本跳转;33060308		
33060308	bianyujingmm.png	1	公子真是宅心仁厚呢，小女子好可怜，也好几天没吃饭了，公子要不也施舍妲己一点呢？哈哈	姑娘开口，小生怎敢不从？哈哈	文本跳转;33060309	姑娘说笑了，姑娘怎可能几日没饭吃呢？	文本跳转;33060315
33060309	bianyujingmm.png	1	公子当真？妲己真的几天没吃饭了哦，公子……嘿嘿	钱财身外物，姑娘想要，小生也无需吝啬	文本跳转;33060310	姑娘开口了，小生请姑娘去吃饭就是了	文本跳转;33060312
33060310	bianyujingmm.png	1	公子好生可爱，哈哈，小女子不过开个小玩笑，公子何必当真呢？但是公子对奴家的好，奴家记在心里了！	呵呵，区区小事，姑娘不必放在心上！	文本跳转;33060311		
33060311	bianyujingmm.png	1	时间不早了，妲己要回去了，公子有空常来看看妲己哦，妲己万一记性不好，记不得公子了呢？嘻嘻	一定会常去看姑娘的	获得好感;13010006		
33060312	bianyujingmm.png	1	哈哈，妲己开个小小的玩笑呢，这几天真没吃饭，只不过是妲己在减肥呢，公子好可爱，还信以为真了呢？	哈哈哈，公子我也是开玩笑的！哈哈	文本跳转;33060313	开玩笑？姑娘可知开玩笑会吓死人的？	文本跳转;33060314
33060313	bianyujingmm.png	1	公子好讨厌，逗妲己呢？哈哈，时间不早了，妲己要回去了，公子记得常来找妲己哦！	一定会常去看姑娘的	获得好感;13010006		
33060314	bianyujingmm.png	1	公子，妲己明明就是开个小玩笑，至于吓死人么？公子这说法好生无趣，妲己回去了，公子再见！	姑娘等等，小生也是开个玩笑啊……			
33060315	bianyujingmm.png	1	真的没吃饭啊，好饿，公子，妲己好饿……公子……	走走走，公子请你吃大餐去	文本跳转;33060312		
33060316	bianyujingmm.png	1	公子，这这这……	你太善良了，妲己	文本跳转;33060317		
33060317	bianyujingmm.png	1	要是妲己哪天成了乞丐，不知公子是否愿意接济妲己呢？哎哟，妲己好几天都没吃饭了，公子……	妲己，你怎么了？？	文本跳转;33060315		
33060318	luren5.png		这还有没有天理啊，富家公子就能随意欺压良民百姓么？打死人了啊！来人看看啊！	算了算了，赶紧拿钱滚蛋	文本跳转;33060307	逼我动手，打死你个臭乞丐，公子我就打你了	文本跳转;33060319
33060319	bianyujingmm.png	1	公子，别打了，快住手，真要打死这乞丐了，公子……	哼，要不是姑娘求情，打死你个臭乞丐，哼	文本跳转;33060320		
33060320	bianyujingmm.png	1	公子，你看你把这乞丐打伤成这样，这可如何是好？公子怎就如此冲动？	姑娘菩萨心肠，公子我给他些银钱便是	文本跳转;33060321	这种乞丐，坑蒙拐骗无所不作，最是可恶	文本跳转;33060326
33060321	bianyujingmm.png	1	公子无需动气，他只不过想多要些银钱而已，公子动手反而是公子不对了，公子觉得呢？	妲己说的对，狗咬一口总不能咬回去吧？	文本跳转;33060322	我又怎么不对了，是他先骚扰我的	文本跳转;33060324
33060322	bianyujingmm.png	1	公子好幽默，看来公子是想清楚了，不生气了？	那是当然，怎可在妲己面前失礼呢？	文本跳转;33060323		
33060323	bianyujingmm.png	1	哈哈哈，公子可是已经失礼过几次了？都醉倒在……哈哈，妲己要回去了，公子稍后来找妲己吧？	姑娘相邀，定当赴约	获得好感;13010006		
33060324	bianyujingmm.png	1	谁对谁错我们不理论了，这伤人这事，公子你看怎么解决呢？总不能让他躺在这大街上吧？	好吧好吧，公子我出些银钱让他去看伤吧	文本跳转;33060325		
33060325	bianyujingmm.png	1	这边事了，妲己也要回去了，公子也早些回去吧，有时间就多来看看妲己！	一定会常去看姑娘的			
33060326	bianyujingmm.png	1	公子……难不成别人不对，公子都要以武力解决问题？	好了，算是我的不对，行了吧	文本跳转;33060324		
33060327	luren5.png		哎哟哎哟，打人了，光天化日打人了，这还有没有天理啊，大家来看一看呢！	丑乞丐，快放手，我根本没打你啊	文本跳转;33060328		
33060328	bianyujingmm.png	1	公子……这……	公子我根本没动手，大家别信这丑乞丐的	文本跳转;33060318		
33060401	luren1.png		哎哟，公子又来看妲己呢？可是真不巧啊，妲己生病了，今天可能就不能出来陪公子了！要不安排其他姑娘来？	怎么回事，带我去看看	文本跳转;33060402		
33060402	luren1.png		这样不太好吧，那边全是姑娘的香闺，公子，这……	别废话，带我去	文本跳转;33060403	这什么这，那你叫妲己出来，搞快	文本跳转;33060424
33060403	bianyujingmm.png	1	呜呜呜，妲己还以为公子不疼妲己了呢？都不来看妲己，妲己都要死了！	别说傻话了，公子这不是来看你了么？	文本跳转;33060404		
33060404	bianyujingmm.png	1	大夫说妲己这个病只能靠名贵的人参续命，可是妲己怎来那么多的钱财呢？妲己不想离开公子，呜呜呜	公子我这就给妲己买去	文本跳转;33060405	别哭别哭，再哭不漂亮了	文本跳转;33060423
33060405	bianyujingmm.png	1	公子……公子……妲己一风尘女子，能有公子常来看看就很满足了，怎敢让公子破费呢？	这有什么呢？来人，去给妲己姑娘买人参去	文本跳转;33060406	钱财算什么，妲己姑娘健康最重要	文本跳转;33060421
33060406	bianyujingmm.png	1	公子对妲己太好了，妲己却无以为报，唉	妲己你快快好起来就是对公子我最好的报答	文本跳转;33060407		
33060407	bianyujingmm.png	1	公子别对妲己太好了，妲己会养成依赖公子的，万一公子不来看妲己了，妲己可是会很难过的！	妲己乖，好好休息，养好身体	文本跳转;33060408	难过什么呢？妲己要保重身体	文本跳转;33060416
33060408	bianyujingmm.png	1	妲己一定好好养好身体，可是……公子你一走妲己又一个人了，好寂寞的！	那……要不妲己跟我走吧？	文本跳转;33060409		
33060409	bianyujingmm.png	1	公子……您……是说要给妲己赎身么？	恩，妲己愿意么？	文本跳转;33060410		
33060410	bianyujingmm.png	1	当然……当然……愿意了，哪个风尘女子不想有个好的归宿呢？只是公子，妈妈那不太好说话呢！	不就是要钱么？走，公子去给你赎身	文本跳转;33060411	怎么不太好说话？难道她还敢不放妲己么？	文本跳转;33060413
33060411	luren1.png		哎哟喂，多谢公子能看的起我们妲己，这是妲己的福气，我们人财两清，祝二位幸福！	妲己我们走	文本跳转;33060412		
33060412	bianyujingmm.png	1	多谢妈妈成全，公子……这辈子妲己就跟着你了，你走到哪妲己就跟到哪！	哈哈哈，我会对你好的	获得好感;13010006		
33060413	luren1.png		哎哟喂，公子这是要给妲己赎身？妲己可是我们这当红的丫头，这要赎身不是断了老奴的财路么？	你就说个价钱	文本跳转;33060414		
33060414	bianyujingmm.png	1	哟嚯嚯，公子是个有钱的主呢，妲己可找了个好金主哦，要么这个数，要么面谈！	好好好，你说多少就多少，谁叫我就喜欢妲己呢	文本跳转;33060415		
33060415	bianyujingmm.png	1	公子，我们走吧，我再也不想呆在这个地方了！	走走走，我们回家	获得好感;13010006		
33060416	bianyujingmm.png	1	公子要是走了，不就又是妲己一个人了么？	那……要不公子我不走了？	文本跳转;33060417		
33060417	bianyujingmm.png	1	这……妈妈是不会同意的，再说公子怎可长住烟花之地呢？	那……要不妲己跟我走吧？	文本跳转;33060409	要不我带妲己私奔吧	文本跳转;33060418
33060418	bianyujingmm.png	1	私奔？这被妈妈他们抓到可会被打断腿的，妲己不想连累公子！	怕什么，有公子我在	文本跳转;33060419		
33060419	bianyujingmm.png	1	这不太好吧，公子……	这有什么，我们私奔吧	文本跳转;33060420		
33060420	luren1.png		呔，大胆贼子，居然敢唆使我家妲己私奔，看老娘不打断你的狗腿！别跑	妲己等我，我还会回来的			
33060421	bianyujingmm.png	1	公子，妲己这病可是个无底洞哦，公子别太费心了，能多来看看妲己就好了！	钱算什么？来人，去为妲己姑娘买人参去	文本跳转;33060406	公子我肯定会常来看妲己姑娘的	文本跳转;33060422
33060422	bianyujingmm.png	1	可公子再常来，妲己也总会有一个人的时候，妲己怕，怕一个人无声无息的就死了，呜呜呜	那……要不公子我不走了？一直陪着妲己？	文本跳转;33060417		
33060423	bianyujingmm.png	1	妲己不哭，在公子面前妲己一定要做最漂亮的那个！	恩，妲己乖，你这个病公子想办法给你治	文本跳转;33060421		
33060424	luren1.png		妲己真的生病了，自从上次游玩回来就一直喊疼，老奴找了大夫看过了，大夫说……说……	说什么	文本跳转;33060425		
33060425	luren1.png		妲己这病……还是公子去看看妲己，他亲自给你说吧？	那还不赶紧走	文本跳转;33060403		
33070101	guhengbomm.png	1	卖花咧，卖花哦，千般娇艳，十里飘香……	这花还真香	文本跳转;33070102		
33070102	guhengbomm.png	1	公子买花么？这束兰花适合公子这样的谦谦君子。	买了	文本跳转;33070103	还有其他的花没呢	文本跳转;33070114
33070103	guhengbomm.png	1	公子请把花收好，是否考虑给心仪的姑娘买一束花呢？这束玫瑰象征爱情，姑娘一定会喜欢的。	那姑娘喜欢不呢	文本跳转;33070104		
33070104	guhengbomm.png	1	小女子一向爱花，所以小女子才来卖花，不知公子是否有心仪的女子，这花……	那我买了	文本跳转;33070105	小生还没有心意之人	文本跳转;33070110
33070105	guhengbomm.png	1	公子您的花，愿公子有情人终成眷属！	花就赠与姑娘了	文本跳转;33070106		
33070106	guhengbomm.png	1	这……不太好吧！？	鲜花赠美人，姑娘请收下	文本跳转;33070107	那先寄存在姑娘这吧，等我找到意中人再来取	文本跳转;33070108
33070107	guhengbomm.png	1	公子，这花是小女子卖给公子的，怎可……公子还是收好吧！	难道姑娘看不起小生，那这花，小生不要也罢	文本跳转;33070113		
33070108	guhengbomm.png	1	那小女子就先替公子收好，愿公子早日觅得佳人！	谢姑娘吉言	文本跳转;33070109		
33070109	guhengbomm.png	1	公子是有心人，哪家姑娘能得到公子垂青，定当幸福无比。	姑娘谬赞了，姑娘也是美艳如花！	文本跳转;33070121		
33070110	guhengbomm.png	1	所谓精诚所至金石为开，相信公子一定能够觅得意中人的	那这花我就买了	文本跳转;33070111	那我找到意中人一定来姑娘这买花相送	文本跳转;33070112
33070111	guhengbomm.png	1	谢公子，鲜花赠美人，公子一定能娶得美娇娘！	美娇娘就在眼前，这花就赠与姑娘了	文本跳转;33070106		
33070112	guhengbomm.png	1	好花不常在，美人却常有哦，公子加油！	那不知眼前这位美人有意中人没有呢？	文本跳转;33070113		
33070113	guhengbomm.png	1	小女子就一卖花女！担不起公子厚爱啊！	卖花女怎么了？千金难买我喜欢	文本跳转;33070120	在我眼里姑娘比这些鲜花都美。	文本跳转;33070121
33070114	guhengbomm.png	1	娇艳的玫瑰，高雅的菊花，公子随便看看，小女子这的花都是精心挑选过的！	我只中意最美的那朵	文本跳转;33070115		
33070115	guhengbomm.png	1	不知公子看中的是那朵？	这朵玫瑰	文本跳转;33070116	你猜猜	文本跳转;33070118
33070116	guhengbomm.png	1	公子好眼力，这玫瑰是象征爱情，最适合送给心仪的姑娘！是否要给公子包起来？	可小生还没找到送花的人呢	文本跳转;33070110	好的，我买了	文本跳转;33070117
33070117	guhengbomm.png	1	公子，花请收好，佳人一定会喜欢的！	这花就赠与姑娘，不知佳人是否喜欢？	文本跳转;33070106		
33070118	guhengbomm.png	1	小女子如何猜的到呢？	美人如花，小生所中意的自然是这最美的美人花	文本跳转;33070119		
33070119	guhengbomm.png	1	公子别说笑，小女子就一卖花女！	卖花女怎么了？千金难买我喜欢	文本跳转;33070120	在我眼里姑娘比这些鲜花都美。	文本跳转;33070121
33070120	guhengbomm.png	1	可是公子，小女子才和公子第一次见面就说喜欢，小女子从不相信一见钟情的哟，小女子还要卖花呢，公子请便吧	那下次再会			
33070121	guhengbomm.png	1	公子爱说笑，这花公子还买不呢？今天一束都没卖出去，唉！	姑娘，你的花我全买了	文本跳转;33070122	这些鲜花就为了承托姑娘的美丽而存在的	文本跳转;33070124
33070122	guhengbomm.png	1	公子豪气，小女子真是感谢万分	姑娘高兴就好	文本跳转;33070123		
33070123	guhengbomm.png	1	文雅又不失豪气，小女子记得公子了，这花卖完了，小女子也该回家了，公子下次再会！	下次再会！	获得好感;13010007		
33070124	guhengbomm.png	1	公子好会说话，这朵玫瑰就算小女子送给公子的了，天色已晚，小女子要回家了，公子，下次再见	下次再会！	获得好感;13010007		
33070201	guhengbomm.png	1	原来是公子呢，还真是巧哦？	呵呵，真是巧	文本跳转;33070202		
33070202	guhengbomm.png	1	附近有个庙会，不知公子有兴趣一起逛逛没有呢？	得姑娘相邀是小生的荣幸	文本跳转;33070203	这倒巧了，我本就要去庙会	文本跳转;33070219
33070203	luren7.png		走一走，看一看咧，波斯的地毯，西域的宝石，都是稀罕货，走过路过别错过啊！	瞧一瞧	文本跳转;33070204		
33070204	luren7.png		这颗绿宝石随身佩戴能辟邪养神，是赠送还是自己佩戴都是极品哦，公子买不？	买了	文本跳转;33070205	再看看	文本跳转;33070215
33070205	luren7.png		公子好眼力，看公子的神情，应是要送与这位姑娘吧？	对对对，正是要送与姑娘	文本跳转;33070206		
33070206	guhengbomm.png	1	公子，这可使不得，小女子怎可收公子如此贵重的礼物呢？	小小心意，姑娘还请收下	文本跳转;33070207		
